Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),CSF-A (m),CSF-B (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
382,U1538,A,13,H,7,A,800.0,119.63,119.569,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,112777,-2,2108,119754,180,1536,46954,-2377,12218,34433,6479,196,1390,72865,36175,XRF2,1,2019-10-09,18:23:47,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,840.0,119.67,119.60900000000001,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,111363,4,2406,118261,111,1833,45561,-2042,12301,22081,6413,422,1397,76525,35372,XRF2,1,2019-10-09,18:24:05,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,880.0,119.71,119.649,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,117422,-21,2483,122340,345,3713,44562,-2212,13591,30944,6625,451,1689,96104,35858,XRF2,1,2019-10-09,18:24:22,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,920.0,119.75,119.68900000000001,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,111058,-31,2178,116773,221,1632,47102,-2158,11951,18299,6029,389,1214,72504,36835,XRF2,1,2019-10-09,18:24:39,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,960.0,119.78999999999999,119.729,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,105575,-24,2056,108712,117,1781,42788,-1633,11079,24122,5465,396,1093,70661,34264,XRF2,1,2019-10-09,18:24:56,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1000.0,119.83,119.769,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,113621,-17,2401,123199,169,1820,46517,-2611,12588,22313,6562,271,1295,76796,36215,XRF2,1,2019-10-09,18:25:13,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1040.0,119.87,119.80900000000001,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,111377,-65,2359,123665,217,1671,45636,-2212,12213,20754,5883,165,1633,71696,36354,XRF2,1,2019-10-09,18:25:30,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1080.0,119.91,119.849,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,110082,-11,2111,117532,165,1549,44369,-2132,11942,21996,6186,376,1479,73956,36018,XRF2,1,2019-10-09,18:25:47,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1120.0,119.95,119.88900000000001,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,116565,12,2459,124763,287,2792,49599,-2747,13397,22785,6872,144,1122,85418,37562,XRF2,1,2019-10-09,18:26:04,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1160.0,119.99,119.929,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,114935,5,2659,130097,136,1716,47112,-2525,13946,21684,6787,625,1484,79318,37336,XRF2,1,2019-10-09,18:26:21,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1200.0,120.03,119.96900000000001,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,109513,-20,2446,121047,217,1879,45527,-2188,13240,14180,6310,298,1442,79320,35432,XRF2,1,2019-10-09,18:26:39,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1240.0,120.07,120.009,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,113131,-2,2440,122159,227,1908,45706,-2160,13345,22273,6713,229,1514,78709,35636,XRF2,1,2019-10-09,18:26:56,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1280.0,120.11,120.049,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,112440,21,2540,123098,132,1726,41417,-2019,13928,24255,6663,419,1609,80895,35608,XRF2,1,2019-10-09,18:27:13,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1320.0,120.14999999999999,120.089,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,109681,-30,2352,122296,135,1779,42053,-2063,12996,21915,6575,357,1332,77013,34760,XRF2,1,2019-10-09,18:27:30,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1360.0,120.19,120.129,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,102692,-1,2073,109727,146,1733,40902,-579,11684,19816,5869,413,1403,70833,33165,XRF2,1,2019-10-09,18:27:47,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,13,H,7,A,1400.0,120.23,120.16900000000001,44596452,SHLF9966501,10,0.16,6,7,10,12,No-Filter,94683,46,2076,97517,156,1342,34804,101,11507,13979,6159,239,1262,71507,31095,XRF2,1,2019-10-09,18:28:04,LEVAY_B,2019-11-05 16:38:55,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,40.0,123.30000000000001,123.30000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,114102,-14,2807,110151,198,2427,48431,-1818,18541,16958,8552,392,1663,93868,37204,XRF2,1,2019-10-10,09:17:15,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,80.0,123.34,123.34,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,115028,-11,2722,100051,144,2261,53863,-2168,17861,17640,8024,328,1879,96901,37532,XRF2,1,2019-10-10,09:17:33,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,120.0,123.38000000000001,123.38000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,117023,-28,2797,111506,134,2296,51586,-2459,17700,15569,8569,177,1675,96171,37783,XRF2,1,2019-10-10,09:17:50,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,160.0,123.42,123.42,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,112661,-15,2474,99064,134,2276,51101,-2148,16610,15053,7951,-53,1395,93488,37317,XRF2,1,2019-10-10,09:18:07,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,200.0,123.46000000000001,123.46000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,118476,-4,3062,110473,222,2672,52988,-2513,18621,14463,8888,251,1583,101196,37831,XRF2,1,2019-10-10,09:18:25,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,240.0,123.5,123.5,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,117892,4,2851,105867,178,2518,50142,-2580,19374,17546,9465,-6,1469,106340,37406,XRF2,1,2019-10-10,09:18:42,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,280.0,123.54,123.54,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,118537,-13,3157,111649,273,2558,49683,-2461,20094,15887,9367,355,1730,106153,37284,XRF2,1,2019-10-10,09:19:00,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,320.0,123.58,123.58,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,124199,48,3540,121601,204,3459,50024,-2674,22006,18348,10339,281,1725,113876,37988,XRF2,1,2019-10-10,09:19:17,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,360.0,123.62,123.62,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,120416,-2,3292,122059,241,2818,51302,-2501,19915,15062,9015,380,1395,98985,38032,XRF2,1,2019-10-10,09:19:35,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,400.0,123.66000000000001,123.66000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,123440,-12,3649,120340,206,2602,49100,-2690,23135,16930,10431,228,1462,113332,38466,XRF2,1,2019-10-10,09:19:52,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,440.0,123.7,123.7,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,125763,77,3719,115686,232,2902,48916,-2978,24182,17068,11094,411,1809,127089,38126,XRF2,1,2019-10-10,09:20:09,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,480.0,123.74000000000001,123.74000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,121685,2,3486,107085,164,2591,49200,-2781,23317,15833,10788,157,1562,120061,37672,XRF2,1,2019-10-10,09:20:27,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,520.0,123.78,123.78,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,123537,55,3716,108098,154,2573,49606,-2675,25137,15373,11167,246,1931,126528,37631,XRF2,1,2019-10-10,09:20:44,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,560.0,123.82000000000001,123.82000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,119370,44,3826,121457,230,2461,44876,-2507,23392,14512,10201,207,1367,109328,36038,XRF2,1,2019-10-10,09:21:02,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,600.0,123.86,123.86,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,125537,41,4741,132090,244,2617,43591,-2609,28270,16536,12161,353,1378,118238,36646,XRF2,1,2019-10-10,09:21:19,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,640.0,123.9,123.9,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,126964,45,3709,130768,207,3569,46071,-3068,23174,16109,11318,204,1728,124824,37474,XRF2,1,2019-10-10,09:21:37,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,680.0,123.94000000000001,123.94000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,127675,36,4026,128425,227,3012,43108,-2649,24905,17264,12069,345,1730,132443,37828,XRF2,1,2019-10-10,09:21:54,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,720.0,123.98,123.98,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,125044,17,3953,124855,174,3060,46377,-2758,23658,15281,11094,526,1922,122505,37143,XRF2,1,2019-10-10,09:22:12,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,760.0,124.02000000000001,124.02000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,121206,-18,2872,106369,209,3352,52827,-2794,20742,14927,9832,-98,1498,113543,38537,XRF2,1,2019-10-10,09:22:29,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,800.0,124.06,124.06,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,125444,39,3696,120516,254,2962,47479,-2895,23823,15783,11225,343,1759,127124,37424,XRF2,1,2019-10-10,09:22:46,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,840.0,124.10000000000001,124.10000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,123834,-41,3796,122976,182,3015,47146,-2924,23227,15635,10711,262,1717,115853,38038,XRF2,1,2019-10-10,09:23:04,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,880.0,124.14,124.14,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,122231,34,3568,132753,213,3125,45758,-2627,21070,14083,10005,310,1340,108080,37251,XRF2,1,2019-10-10,09:23:21,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,920.0,124.18,124.18,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,121283,-18,3329,112902,223,3648,50927,-2689,20880,13808,9971,382,1828,114779,37499,XRF2,1,2019-10-10,09:23:39,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,960.0,124.22,124.22,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,119131,1,3240,119794,289,3130,48353,-2825,20761,13178,9066,474,1359,105552,37443,XRF2,1,2019-10-10,09:23:56,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1000.0,124.26,124.26,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,122944,6,3208,122952,200,3625,50820,-2857,20659,14195,9382,129,1211,109261,38022,XRF2,1,2019-10-10,09:24:14,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1040.0,124.30000000000001,124.30000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,122672,10,3518,126772,192,3274,48678,-3242,21859,14072,9475,477,1637,108857,38322,XRF2,1,2019-10-10,09:24:31,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1080.0,124.34,124.34,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,124626,28,3769,127538,272,3059,48241,-2927,23038,15959,10121,281,1490,114538,38120,XRF2,1,2019-10-10,09:24:49,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1120.0,124.38000000000001,124.38000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,121414,-44,3476,117191,227,3177,47746,-2782,23987,14603,10330,248,1487,114350,37090,XRF2,1,2019-10-10,09:25:06,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1160.0,124.42,124.42,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,125257,-43,3844,123424,244,3027,49475,-2943,25139,15773,10123,371,1488,116819,38288,XRF2,1,2019-10-10,09:25:24,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1200.0,124.46000000000001,124.46000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,123303,-24,3515,115518,217,2632,46963,-2436,23413,37063,9540,467,3140,106967,36483,XRF2,1,2019-10-10,09:25:41,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1240.0,124.5,124.5,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,143076,30,3224,106013,433,2802,48993,-2888,22042,138657,9009,350,9664,101867,37465,XRF2,1,2019-10-10,09:25:58,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1280.0,124.54,124.54,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,140214,30,2578,86569,521,2408,43786,-2325,19141,188937,7956,578,12429,86682,35074,XRF2,1,2019-10-10,09:26:16,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1320.0,124.58,124.58,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,138030,8,2598,82732,424,2024,42011,-2079,19082,193343,7891,674,13382,80214,34667,XRF2,1,2019-10-10,09:26:33,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1360.0,124.62,124.62,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,121469,21,4342,109662,251,2725,45917,-2300,30066,18110,11338,306,1793,120196,36030,XRF2,1,2019-10-10,09:26:51,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1400.0,124.66000000000001,124.66000000000001,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,120021,-16,3157,112448,184,3225,47449,-2230,20476,15506,9616,292,1898,119418,36665,XRF2,1,2019-10-10,09:27:08,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
382,U1538,A,14,H,2,A,1440.0,124.7,124.7,44596462,SHLF9967011,10,0.16,6,7,10,12,No-Filter,119351,-15,3215,114482,188,3240,47080,-2095,20286,14884,9188,272,1693,116317,36313,XRF2,1,2019-10-10,09:27:26,LEVAY_B,2019-11-05 16:38:58,~1mm accessory; with film; XRF 2
