Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),Depth CSF-A (m),CSF-B (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Mg-Ka Area,Al-Ka Area,Si-Ka Area,P -Ka Area,S -Ka Area,Cl-Ka Area,Ar-Ka Area,K -Ka Area,Ca-Ka Area,Ti-Ka Area,Cr-Ka Area,Mn-Ka Area,Fe-Ka Area,Rh-La-Coh Area,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
382,U1536,A,6,H,6,A,320,50.32,49.889,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,149480,140,9138,123978,505,1004,33121,-2485,55906,38503,21948,675,3180,201728,36976,XRF2,1,10/7/2019,18:36:17,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,340,50.34,49.909,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,158350,162,10499,131437,530,1431,34133,-3405,59871,40147,22959,638,3170,224202,37720,XRF2,1,10/7/2019,18:36:34,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,360,50.36,49.929,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,162704,94,10294,135043,485,1011,33077,-3359,61078,39976,22135,796,3393,239833,38570,XRF2,1,10/7/2019,18:36:50,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,380,50.38,49.949,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,157921,97,9646,127613,443,1214,33475,-2838,58244,39243,21673,486,3285,232608,37328,XRF2,1,10/7/2019,18:37:06,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,400,50.4,49.969,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,138172,10,5536,86491,304,879,32029,-515,43804,29268,16242,853,3181,232406,34266,XRF2,1,10/7/2019,18:37:23,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,420,50.42,49.989,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,144123,100,7881,109031,378,1078,31929,-1473,53901,34884,20195,704,3209,209766,35568,XRF2,1,10/7/2019,18:37:39,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,440,50.44,50.009,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,146579,149,9713,124998,422,741,29355,-1988,56343,38141,21642,556,3224,199155,35707,XRF2,1,10/7/2019,18:37:55,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,460,50.46,50.029,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,147807,62,9970,124675,390,778,30040,-2120,56552,37875,21495,975,3275,202179,36602,XRF2,1,10/7/2019,18:38:12,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,480,50.48,50.049,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,148025,65,9353,124298,311,703,31314,-2369,56199,38138,21394,1052,2997,201040,37588,XRF2,1,10/7/2019,18:38:28,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,500,50.5,50.069,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151695,167,9542,126811,514,1306,31610,-2703,56835,39665,22201,742,3160,210148,37985,XRF2,1,10/7/2019,18:38:45,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,520,50.52,50.089,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,154139,149,9811,129104,577,794,31893,-2421,58067,37732,21421,547,3384,220084,37437,XRF2,1,10/7/2019,18:39:01,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,540,50.54,50.109,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,153058,104,9728,129693,498,1104,31416,-2409,57246,38548,21153,834,3140,215659,37736,XRF2,1,10/7/2019,18:39:17,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,560,50.56,50.129,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,152680,155,10106,130594,509,955,29946,-2524,58199,39506,21925,816,3349,212229,37646,XRF2,1,10/7/2019,18:39:34,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,580,50.58,50.149,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,156038,117,10846,132901,479,1360,29889,-2678,59033,43840,22355,524,3179,218918,37127,XRF2,1,10/7/2019,18:39:50,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,600,50.6,50.169,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,156214,145,10662,134846,509,1093,29967,-2892,59639,40010,22287,412,3400,221476,37966,XRF2,1,10/7/2019,18:40:06,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,620,50.62,50.189,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,154007,189,10741,134731,546,897,29842,-3111,59771,40824,22339,449,3358,211024,37242,XRF2,1,10/7/2019,18:40:23,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,640,50.64,50.209,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,154915,173,10203,133195,503,1171,30670,-2902,58842,39750,21668,959,3423,217783,37263,XRF2,1,10/7/2019,18:40:39,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,660,50.66,50.229,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,156693,153,10329,134865,478,693,29847,-2858,60199,39205,21867,656,3266,224473,37606,XRF2,1,10/7/2019,18:40:56,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,680,50.68,50.249,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,155627,156,10636,136977,620,1386,29349,-2819,60003,41480,22599,726,3089,212980,37684,XRF2,1,10/7/2019,18:41:12,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,700,50.7,50.269,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,153538,82,10496,136080,568,743,28606,-2738,60915,39966,22214,800,3360,209465,37821,XRF2,1,10/7/2019,18:41:28,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,720,50.72,50.289,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,155678,157,9882,129939,459,570,30795,-2515,59337,36076,21908,787,3015,226402,38041,XRF2,1,10/7/2019,18:41:45,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,740,50.74,50.309,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,150858,110,9872,128223,638,1000,30745,-2535,57940,38271,21990,676,3048,207859,37218,XRF2,1,10/7/2019,18:42:01,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,760,50.76,50.329,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151432,146,9884,133559,551,833,31207,-2772,57878,34613,21720,551,3076,206841,37669,XRF2,1,10/7/2019,18:42:18,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,780,50.78,50.349,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,160668,111,8376,121043,516,699,37541,-2976,55151,34396,19739,645,3124,255604,38779,XRF2,1,10/7/2019,18:42:34,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,800,50.8,50.369,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151073,128,9982,135911,458,873,32044,-2970,58016,33896,21303,776,3087,198756,38163,XRF2,1,10/7/2019,18:42:50,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,820,50.82,50.389,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151413,160,10204,137603,376,743,33198,-2705,58795,34172,21114,548,2806,197281,37641,XRF2,1,10/7/2019,18:43:07,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,840,50.84,50.409,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151949,128,9475,131024,532,875,35320,-3116,57897,32696,21195,679,2971,206034,38661,XRF2,1,10/7/2019,18:43:23,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,860,50.86,50.429,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,150447,91,8700,129783,398,873,37524,-3401,54878,31826,20415,503,2700,198835,38744,XRF2,1,10/7/2019,18:43:40,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,880,50.88,50.449,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,149698,153,8485,126602,423,1716,37972,-3360,54004,33172,20227,634,2809,197370,38630,XRF2,1,10/7/2019,18:43:56,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,900,50.9,50.469,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,146889,96,7812,122167,394,1090,40484,-3097,52367,30851,19882,457,2426,192074,38198,XRF2,1,10/7/2019,18:44:12,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,920,50.92,50.489,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151273,125,9406,134895,437,721,34559,-3275,56132,33868,21244,747,2814,198874,37707,XRF2,1,10/7/2019,18:44:29,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,940,50.94,50.509,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,152034,82,6753,113622,286,960,46075,-3618,49096,30384,18515,621,2906,216348,39890,XRF2,1,10/7/2019,18:44:45,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,960,50.96,50.529,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,151431,21,6376,116217,288,1148,45722,-3139,46438,28847,17777,518,2738,217359,39201,XRF2,1,10/7/2019,18:45:02,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,980,50.98,50.549,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,140403,44,6627,118002,367,1127,40827,-2994,44840,30067,18193,598,2471,176978,37739,XRF2,1,10/7/2019,18:45:18,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1000,51,50.569,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,138167,80,6348,112084,260,983,40895,-2554,44338,29135,17507,715,2600,174505,37618,XRF2,1,10/7/2019,18:45:35,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1020,51.02,50.589,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,146398,65,8023,131801,411,1092,38243,-3079,48956,30353,18949,601,2479,186924,37478,XRF2,1,10/7/2019,18:45:51,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1040,51.04,50.609,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,146953,83,7729,131599,410,922,37523,-3120,49311,30877,19239,822,2799,189333,37921,XRF2,1,10/7/2019,18:46:07,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1060,51.06,50.629,44593742,SHLF9856371,10,0.16,6,8,10,12,No-Filter,144238,92,7695,128646,398,1174,38849,-2894,47259,30753,18642,341,2761,180176,38059,XRF2,1,10/7/2019,18:46:24,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1080,51.08,50.649,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,120374,65,4203,101967,252,1427,48372,-2585,27889,19350,11283,160,1946,119014,38697,XRF2,1,10/7/2019,18:46:40,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1100,51.1,50.669,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,134779,-22,5422,121697,352,1330,45674,-2881,35477,24767,14554,530,2184,151251,38036,XRF2,1,10/7/2019,18:46:56,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1120,51.12,50.689,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,128453,2,3839,117957,311,1550,51196,-3114,26503,19809,11804,377,1896,129717,39513,XRF2,1,10/7/2019,18:47:13,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1140,51.14,50.709,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,113125,-30,1952,99663,85,1996,62715,-2848,12664,11506,6191,-57,1382,75672,40861,XRF2,1,10/7/2019,18:47:29,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1160,51.16,50.729,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,116740,-25,2551,108553,230,1829,56476,-3053,16020,13802,8047,205,1344,92303,39507,XRF2,1,10/7/2019,18:47:44,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1180,51.18,50.749,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,113845,-42,2114,109269,141,2071,58001,-2555,13041,12314,6620,248,1460,81155,39126,XRF2,1,10/7/2019,18:48:00,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1200,51.2,50.769,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,116827,11,2228,113369,164,2250,58923,-3258,13702,12684,6856,-123,1568,82640,40588,XRF2,1,10/7/2019,18:48:16,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1220,51.22,50.789,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,123005,-23,3363,114742,130,2111,54023,-2858,21029,18117,9984,107,1636,107459,39600,XRF2,1,10/7/2019,18:48:32,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1240,51.24,50.809,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,113864,-25,2176,116178,172,2340,58090,-2808,11932,11601,5913,97,1530,73548,39382,XRF2,1,10/7/2019,18:48:48,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1260,51.26,50.829,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,116261,-18,2301,116426,200,2359,57659,-2791,12866,12848,6785,-25,1341,82345,39927,XRF2,1,10/7/2019,18:49:04,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1280,51.28,50.849,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,108656,20,1993,102500,110,2268,57757,-2577,11461,11147,5390,156,1272,70492,38519,XRF2,1,10/7/2019,18:49:20,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1300,51.3,50.869,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,112939,40,2228,112540,227,2251,54082,-1966,13480,13442,7381,37,1452,84897,38066,XRF2,1,10/7/2019,18:49:36,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1320,51.32,50.889,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,113273,-26,2303,110544,165,2068,54120,-2331,13595,13518,7441,235,1519,85562,38418,XRF2,1,10/7/2019,18:49:52,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1340,51.34,50.909,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,113022,-36,2079,110641,116,2214,56995,-2600,12430,12654,6684,213,1423,79078,38969,XRF2,1,10/7/2019,18:50:08,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1360,51.36,50.929,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,115511,-3,2132,110674,266,2632,59274,-2677,12579,12425,6896,180,1346,84126,39995,XRF2,1,10/7/2019,18:50:24,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1380,51.38,50.949,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,116375,-42,2315,113578,228,2405,56293,-2654,13700,13164,7368,-79,1186,88722,39429,XRF2,1,10/7/2019,18:50:39,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1400,51.4,50.969,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,112374,37,2218,105809,71,2207,56971,-3034,13057,12594,6715,-289,1494,78731,39686,XRF2,1,10/7/2019,18:50:55,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1420,51.42,50.989,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,119236,-15,2397,115463,252,2482,58610,-3056,14531,14600,7565,-80,1605,89779,40211,XRF2,1,10/7/2019,18:51:11,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1440,51.44,51.009,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,115211,-27,2261,108279,142,2382,60278,-2992,12843,12447,6370,-186,1109,78047,40529,XRF2,1,10/7/2019,18:51:27,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1460,51.46,51.029,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,116632,-35,2297,115628,199,2419,57719,-2886,13144,12749,7095,284,1533,80751,40156,XRF2,1,10/7/2019,18:51:43,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,6,H,6,A,1480,51.48,51.049,44593742,SHLF9856371,10,0.16,6,7,10,12,No-Filter,116603,-18,2178,108793,187,2704,60393,-2951,13251,13115,7168,-165,1510,81282,40777,XRF2,1,10/7/2019,18:51:59,LEVAY_B,11/1/2019 22:32,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,20,90.02,90.02,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,134130,55,5897,85311,298,1753,40802,-1287,43107,33483,17722,750,2516,188807,34766,XRF2,1,10/8/2019,9:26:43,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,40,90.04,90.04,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,123337,24,4138,64487,118,1505,42737,610,36326,25408,15963,510,2205,179325,34833,XRF2,1,10/8/2019,9:27:00,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,60,90.06,90.06,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,113002,-23,2779,51107,170,1897,48494,1341,29631,19229,12821,432,1522,150247,34933,XRF2,1,10/8/2019,9:27:16,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,80,90.08,90.08,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,94754,-34,1617,37730,-1,1808,54253,2216,16710,11870,7291,-89,865,87963,35999,XRF2,1,10/8/2019,9:27:32,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,100,90.1,90.1,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,100074,-69,1828,42434,5,1636,45936,3025,21726,15926,10139,217,1245,117533,34966,XRF2,1,10/8/2019,9:27:48,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,120,90.12,90.12,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,111756,-13,2539,52366,76,1917,55379,524,25422,17548,10932,174,1483,129433,37548,XRF2,1,10/8/2019,9:28:04,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,140,90.14,90.14,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,111860,-27,3039,66536,162,1778,45469,405,29434,22269,12052,589,1551,129025,35015,XRF2,1,10/8/2019,9:28:20,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,160,90.16,90.16,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,113168,-52,3451,65903,166,1718,43001,1206,30683,19154,12696,652,1756,142898,33845,XRF2,1,10/8/2019,9:28:35,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,180,90.18,90.18,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,114282,-29,3393,70781,172,1877,42022,609,32155,17642,12774,325,1667,139660,34743,XRF2,1,10/8/2019,9:28:51,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,200,90.2,90.2,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,122270,7,4545,72469,124,1254,37576,467,37943,23919,16241,390,1919,170762,33795,XRF2,1,10/8/2019,9:29:07,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,220,90.22,90.22,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,115728,-22,2840,52395,126,1422,42860,1833,31416,21958,14618,659,1996,169460,34543,XRF2,1,10/8/2019,9:29:23,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,240,90.24,90.24,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,120122,38,3357,70188,208,1681,49950,-289,28667,20176,13196,455,1993,153537,36588,XRF2,1,10/8/2019,9:29:39,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,260,90.26,90.26,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,99065,-26,2275,61662,87,1357,42310,594,19758,13602,9266,-31,1356,104307,35651,XRF2,1,10/8/2019,9:29:55,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,280,90.28,90.28,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,84565,-60,1521,41691,47,925,29794,5958,18855,13336,8400,319,1134,96717,30863,XRF2,1,10/8/2019,9:30:11,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,300,90.3,90.3,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,115427,0,4350,74266,238,1334,30607,1721,35072,25751,15210,614,2123,159738,31619,XRF2,1,10/8/2019,9:30:27,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,320,90.32,90.32,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,111534,-34,2594,83767,83,1675,48923,-561,20180,16583,9682,255,1371,112866,36061,XRF2,1,10/8/2019,9:30:43,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,340,90.34,90.34,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,116480,-11,3879,70057,219,1334,40230,955,30908,22512,13846,308,2094,151354,34936,XRF2,1,10/8/2019,9:30:59,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,360,90.36,90.36,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,127304,57,5001,77735,280,1439,37470,-71,38566,26041,16702,383,2113,180977,33746,XRF2,1,10/8/2019,9:31:15,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,380,90.38,90.38,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,109023,17,3927,68630,182,1081,30041,2471,33579,20324,14149,508,1817,148056,31074,XRF2,1,10/8/2019,9:31:31,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,400,90.4,90.4,44593922,SHLF9858751,10,0.16,6,7,10,12,No-Filter,110572,44,3595,56994,198,935,33789,2426,32966,23242,14697,371,2129,158046,32342,XRF2,1,10/8/2019,9:31:46,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,420,90.42,90.42,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,143642,64,6191,87938,280,1472,44682,-2104,45397,32168,20666,978,2911,214014,37472,XRF2,1,10/8/2019,9:32:02,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,440,90.44,90.44,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,147420,94,7667,99641,369,1226,38153,-2383,49903,34370,21170,563,2495,222507,36745,XRF2,1,10/8/2019,9:32:19,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,460,90.46,90.46,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,147609,20,6504,92280,304,997,41289,-2045,46651,33788,20384,598,2763,232677,36663,XRF2,1,10/8/2019,9:32:35,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,480,90.48,90.48,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,144252,54,6944,94229,393,1038,39483,-1944,46830,34734,19879,646,2909,219221,36584,XRF2,1,10/8/2019,9:32:52,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,500,90.5,90.5,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,153673,78,7433,100324,371,829,38795,-2484,48980,37924,21406,809,2786,245609,37827,XRF2,1,10/8/2019,9:33:08,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,520,90.52,90.52,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,158254,89,8526,105472,434,1017,36403,-2440,51730,41761,22197,768,3259,256478,37338,XRF2,1,10/8/2019,9:33:25,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,540,90.54,90.54,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,155270,103,9183,111838,507,834,32706,-2471,53242,43487,23525,815,3469,237734,37266,XRF2,1,10/8/2019,9:33:41,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
382,U1536,A,11,H,1,A,560,90.56,90.56,44593922,SHLF9858751,10,0.16,6,8,10,12,No-Filter,159027,137,9842,115710,529,749,32259,-2310,55202,44875,23993,833,3504,248742,36677,XRF2,1,10/8/2019,9:33:58,LEVAY_B,11/1/2019 22:39,~1mm accessory; with film; XRF 2
