Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),Depth,CSF-B (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca,Fe,Ni,As,Br,Rb,Sr,Y,Zr,Nb,Mo,Ag,Ba,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
382,U1537,A,2,H,5,A,110,8.61,8.474,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,92086,822,23912,4275,138,648,1248,2566,336,2483,207,58,261028,9195,XRF1,1,10/3/2019,14:11:32,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,120,8.62,8.484,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,92405,920,23491,4520,82,652,1165,2747,376,2442,147,19,261589,8839,XRF1,1,10/3/2019,14:11:57,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,130,8.63,8.494,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,92730,943,24329,4438,102,745,1155,2793,385,2437,164,67,262661,9486,XRF1,1,10/3/2019,14:12:21,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,140,8.64,8.504,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,92229,830,24448,4461,124,668,1189,2682,287,2337,178,25,261345,8759,XRF1,1,10/3/2019,14:12:45,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,150,8.65,8.514,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91530,1025,23729,4457,174,605,1097,2582,342,2426,209,34,260121,8570,XRF1,1,10/3/2019,14:13:10,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,160,8.66,8.524,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91758,982,25629,4508,48,542,1180,2757,304,2573,90,15,261932,8707,XRF1,1,10/3/2019,14:13:34,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,170,8.67,8.534,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91656,1093,25216,4426,107,612,1095,2698,290,2339,147,46,260270,8643,XRF1,1,10/3/2019,14:13:59,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,180,8.68,8.544,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91215,1017,23833,4431,143,657,1225,2706,368,2516,203,57,260057,8476,XRF1,1,10/3/2019,14:14:23,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,190,8.69,8.554,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90847,942,25240,4427,111,629,1105,2475,333,2211,126,-1,259208,7475,XRF1,1,10/3/2019,14:14:47,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,200,8.7,8.564,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,89982,997,26383,4242,93,643,959,2275,358,2179,96,40,259779,6934,XRF1,1,10/3/2019,14:15:11,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,210,8.71,8.574,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,89829,986,24797,4394,71,635,1012,2556,332,2088,91,70,259822,7223,XRF1,1,10/3/2019,14:15:35,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,220,8.72,8.584,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90302,919,24629,4544,109,613,1033,2451,312,2245,158,53,260437,7745,XRF1,1,10/3/2019,14:15:59,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,230,8.73,8.594,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91017,1175,23509,4414,99,725,1127,2754,268,2302,140,2,260220,7737,XRF1,1,10/3/2019,14:16:21,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,240,8.74,8.604,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91102,934,23356,4405,100,649,1149,2800,301,2446,151,60,259290,8279,XRF1,1,10/3/2019,14:16:45,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,250,8.75,8.614,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91144,967,23884,4329,126,705,1155,2723,298,2435,128,57,260277,8244,XRF1,1,10/3/2019,14:17:08,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,260,8.76,8.624,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91213,998,24605,4393,100,567,1136,2619,340,2476,179,41,260826,8166,XRF1,1,10/3/2019,14:17:32,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,270,8.77,8.634,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91396,996,25456,4542,96,620,1248,2767,354,2386,187,31,260759,8467,XRF1,1,10/3/2019,14:17:56,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,280,8.78,8.644,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91584,850,26088,4526,80,626,1141,2694,343,2406,159,5,260350,7706,XRF1,1,10/3/2019,14:18:19,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,290,8.79,8.654,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91822,1222,25716,4316,157,599,1160,2777,383,2616,172,33,260659,8200,XRF1,1,10/3/2019,14:18:43,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,300,8.8,8.664,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91479,1118,25430,4415,93,628,1175,2805,355,2401,154,45,260232,8277,XRF1,1,10/3/2019,14:19:09,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,310,8.81,8.674,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91770,1133,25124,4370,94,619,1265,2748,278,2541,186,111,260139,8779,XRF1,1,10/3/2019,14:19:33,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,320,8.82,8.684,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91485,926,25473,4410,100,635,1142,2629,363,2458,195,72,260441,8557,XRF1,1,10/3/2019,14:19:58,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,330,8.83,8.694,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91523,983,26032,4359,95,628,1065,2713,371,2374,118,67,259824,8019,XRF1,1,10/3/2019,14:20:22,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,340,8.84,8.704,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91280,1065,24851,4475,112,599,1160,2694,288,2556,186,69,260019,8604,XRF1,1,10/3/2019,14:20:45,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,350,8.85,8.714,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91646,1045,23944,4265,89,663,1250,2986,413,2703,188,124,259688,8296,XRF1,1,10/3/2019,14:21:09,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,360,8.86,8.724,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91894,1032,24344,4398,58,636,1212,2862,392,2533,138,34,259988,8560,XRF1,1,10/3/2019,14:21:34,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,370,8.87,8.734,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91766,883,24375,4467,119,595,1222,2836,340,2586,182,74,260652,8468,XRF1,1,10/3/2019,14:21:58,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,380,8.88,8.744,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91882,988,24241,4491,162,598,1159,2847,316,2641,171,18,260537,8212,XRF1,1,10/3/2019,14:22:20,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,390,8.89,8.754,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91387,1045,23967,4269,107,607,1158,2810,301,2508,190,118,259913,8427,XRF1,1,10/3/2019,14:22:44,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,400,8.9,8.764,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91278,1012,23861,4505,84,629,1249,2788,354,2510,163,46,260421,7801,XRF1,1,10/3/2019,14:23:06,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,410,8.91,8.774,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91253,1192,23609,4337,75,613,1206,2805,400,2560,184,41,260561,8520,XRF1,1,10/3/2019,14:23:30,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,420,8.92,8.784,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91204,988,24045,4408,80,586,1183,2723,340,2694,209,97,262996,8374,XRF1,1,10/3/2019,14:23:52,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,430,8.93,8.794,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91240,962,24570,4267,191,583,1228,2818,361,2582,182,49,263215,7094,XRF1,1,10/3/2019,14:24:18,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,440,8.94,8.804,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90374,937,25127,4195,98,649,1064,2576,319,2518,189,20,262677,7148,XRF1,1,10/3/2019,14:24:42,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,450,8.95,8.814,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91718,987,24954,4446,98,611,1196,2857,331,2645,163,33,262014,8392,XRF1,1,10/3/2019,14:25:06,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,460,8.96,8.824,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91223,1048,25117,4301,122,632,1224,2769,419,2564,188,70,262192,7543,XRF1,1,10/3/2019,14:25:30,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,470,8.97,8.834,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91617,1105,24408,4581,98,516,1231,3011,384,2735,130,5,259860,8634,XRF1,1,10/3/2019,14:25:54,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,480,8.98,8.844,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91461,959,25271,4539,107,620,1157,2905,355,2758,164,64,260675,7711,XRF1,1,10/3/2019,14:26:18,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,490,8.99,8.854,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90356,955,25434,4356,59,510,995,2587,405,2454,146,65,260463,7809,XRF1,1,10/3/2019,14:26:42,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,500,9,8.864,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,89858,790,24209,4266,107,629,1159,2636,353,2509,170,3,260312,7765,XRF1,1,10/3/2019,14:27:06,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,510,9.01,8.874,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,88920,949,23059,4309,79,569,1076,2632,336,2366,142,53,261292,7889,XRF1,1,10/3/2019,14:27:30,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,520,9.02,8.884,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,89511,818,21976,4355,82,622,1155,2702,304,2523,141,59,259160,8107,XRF1,1,10/3/2019,14:27:54,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,530,9.03,8.894,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90400,1023,23323,4273,96,635,1103,2735,423,2536,185,91,259996,8257,XRF1,1,10/3/2019,14:28:16,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,540,9.04,8.904,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91153,974,22867,4291,66,652,1207,2775,325,2428,146,82,261161,8480,XRF1,1,10/3/2019,14:28:40,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,550,9.05,8.914,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91045,891,23961,4361,60,602,1194,2848,318,2460,213,64,260576,8157,XRF1,1,10/3/2019,14:29:04,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,560,9.06,8.924,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90877,973,23722,4396,109,555,1094,2714,388,2397,132,67,260860,8366,XRF1,1,10/3/2019,14:29:28,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,570,9.07,8.934,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91089,947,24268,4310,80,607,1201,2870,320,2442,187,89,259863,9201,XRF1,1,10/3/2019,14:29:52,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,580,9.08,8.944,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91338,933,23784,4399,150,582,1206,3086,345,2460,261,78,260157,8576,XRF1,1,10/3/2019,14:30:18,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,590,9.09,8.954,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90876,858,25435,4378,67,581,1132,2825,369,2366,149,84,259407,8264,XRF1,1,10/3/2019,14:30:42,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,600,9.1,8.964,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90545,934,23595,4486,82,564,1190,2913,332,2379,171,89,260851,8037,XRF1,1,10/3/2019,14:31:06,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,610,9.11,8.974,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,83940,723,20839,4035,67,628,1040,2427,382,2127,163,79,258839,6793,XRF1,1,10/3/2019,14:31:29,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,620,9.12,8.984,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90491,1045,23705,4436,132,616,1150,2802,380,2557,164,41,259564,7984,XRF1,1,10/3/2019,14:31:52,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,630,9.13,8.994,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91528,1091,24644,4511,128,590,1210,3037,369,2562,174,44,260723,8476,XRF1,1,10/3/2019,14:32:16,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,640,9.14,9.004,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91392,1070,25750,4614,96,587,1119,2802,314,2309,144,42,259421,8308,XRF1,1,10/3/2019,14:32:40,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,650,9.15,9.014,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90658,879,26470,4344,80,606,1074,2691,347,2278,184,5,261116,7679,XRF1,1,10/3/2019,14:33:02,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,660,9.16,9.024,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91373,1122,24245,4425,138,630,1158,2853,315,2595,191,1,260697,8984,XRF1,1,10/3/2019,14:33:28,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,670,9.17,9.034,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91234,1041,23873,4437,76,629,1162,2964,364,2577,159,52,261254,8922,XRF1,1,10/3/2019,14:33:52,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,680,9.18,9.044,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91384,1012,24569,4506,134,576,1157,2973,400,2347,191,17,260931,8284,XRF1,1,10/3/2019,14:34:14,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,690,9.19,9.054,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91657,1048,24045,4452,129,537,1320,2960,309,2559,200,-2,261459,9173,XRF1,1,10/3/2019,14:34:38,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,700,9.2,9.064,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,92309,1045,23719,4613,123,594,1187,3011,426,2614,196,21,260847,9114,XRF1,1,10/3/2019,14:35:02,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,710,9.21,9.074,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,92188,1081,24324,4450,97,597,1221,2973,337,2528,197,57,262542,8724,XRF1,1,10/3/2019,14:35:26,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,720,9.22,9.084,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91629,1099,25653,4356,39,590,1057,2715,364,2464,151,56,263098,8128,XRF1,1,10/3/2019,14:35:51,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,730,9.23,9.094,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91541,1030,24784,4537,115,563,1236,2912,331,2512,135,17,263250,8431,XRF1,1,10/3/2019,14:36:13,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,740,9.24,9.104,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91196,989,25137,4408,141,610,1143,2902,352,2343,154,62,264048,8013,XRF1,1,10/3/2019,14:36:39,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,750,9.25,9.114,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91195,962,24810,4516,101,554,1164,2819,302,2508,147,107,263660,8632,XRF1,1,10/3/2019,14:37:03,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,760,9.26,9.124,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90359,873,24602,4439,169,591,1105,2901,403,2488,131,31,262679,8326,XRF1,1,10/3/2019,14:37:27,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,770,9.27,9.134,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,85683,892,22437,4132,78,564,1077,2759,343,2316,171,23,263997,8056,XRF1,1,10/3/2019,14:37:51,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,780,9.28,9.144,44592482,SHLF9921921,50,0.75,10,14,10,12,Cu,88507,900,23648,4300,84,579,1131,2644,255,2209,164,67,262988,7672,XRF1,1,10/3/2019,14:38:15,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,790,9.29,9.154,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90461,1065,24788,4516,101,562,1159,2550,326,2364,177,7,263634,8136,XRF1,1,10/3/2019,14:38:39,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,800,9.3,9.164,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90942,1035,24344,4301,91,581,1144,2801,374,2404,155,56,263934,8969,XRF1,1,10/3/2019,14:39:03,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,810,9.31,9.174,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90910,1051,23805,4336,85,528,1253,2938,349,2484,105,0,262033,8705,XRF1,1,10/3/2019,14:39:27,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,820,9.32,9.184,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91540,995,23795,4432,110,556,1223,3009,423,2450,206,71,263730,8898,XRF1,1,10/3/2019,14:39:51,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,830,9.33,9.194,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91352,1162,23828,4373,114,566,1208,2963,333,2521,188,45,262540,9410,XRF1,1,10/3/2019,14:40:13,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,840,9.34,9.204,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91368,1037,24016,4504,96,593,1213,2834,364,2595,223,25,262729,9087,XRF1,1,10/3/2019,14:40:37,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,850,9.35,9.214,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91342,1040,24638,4619,77,554,1197,2885,391,2536,182,27,262226,8555,XRF1,1,10/3/2019,14:41:01,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,860,9.36,9.224,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91049,996,24204,4421,87,525,1247,2773,265,2406,157,40,262740,8446,XRF1,1,10/3/2019,14:41:25,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,870,9.37,9.234,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90894,1144,24672,4179,106,546,1236,2715,330,2641,128,49,260821,8553,XRF1,1,10/3/2019,14:41:47,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,880,9.38,9.244,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90773,949,24820,4339,76,495,1306,2983,378,2595,118,66,260218,8383,XRF1,1,10/3/2019,14:42:09,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,890,9.39,9.254,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90582,914,25291,4293,117,600,1111,2796,328,2469,182,39,260000,8463,XRF1,1,10/3/2019,14:42:33,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,900,9.4,9.264,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90044,867,25986,4243,85,574,1189,2730,351,2379,192,62,258572,8024,XRF1,1,10/3/2019,14:42:55,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,910,9.41,9.274,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90807,1006,26409,4268,109,572,1216,2620,326,2403,139,80,259096,8141,XRF1,1,10/3/2019,14:43:19,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,920,9.42,9.284,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91171,992,25300,4316,95,601,1174,2718,389,2534,142,57,259182,8021,XRF1,1,10/3/2019,14:43:43,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,930,9.43,9.294,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91004,1070,25811,4343,111,626,1106,2625,389,2365,155,44,259467,8145,XRF1,1,10/3/2019,14:44:07,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,940,9.44,9.304,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91212,937,25233,4518,90,592,1251,2740,343,2689,178,51,258749,8437,XRF1,1,10/3/2019,14:44:31,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,950,9.45,9.314,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91214,1198,23816,4202,66,580,1289,2796,371,2658,220,47,258882,8700,XRF1,1,10/3/2019,14:44:55,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,960,9.46,9.324,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91278,1036,23912,4359,49,564,1184,2744,339,2552,152,37,260343,8963,XRF1,1,10/3/2019,14:45:18,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,970,9.47,9.334,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91096,964,23155,4434,115,678,1257,2828,325,2460,201,60,260458,8302,XRF1,1,10/3/2019,14:45:40,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,980,9.48,9.344,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90356,926,22765,4403,125,688,1133,2762,425,2411,137,12,260767,8651,XRF1,1,10/3/2019,14:46:02,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,990,9.49,9.354,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,90474,962,23103,4432,104,561,1221,2803,433,2744,205,93,260159,8510,XRF1,1,10/3/2019,14:46:26,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,1000,9.5,9.364,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91022,1079,22728,4385,95,620,1237,2860,346,2654,179,48,260265,8681,XRF1,1,10/3/2019,14:46:50,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,1010,9.51,9.374,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91743,976,23444,4336,115,599,1219,2730,421,2597,189,41,261814,8955,XRF1,1,10/3/2019,14:47:14,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
382,U1537,A,2,H,5,A,1020,9.52,9.384,44592482,SHLF9921921,50,0.75,10,15,10,12,Cu,91730,1068,22900,4463,111,565,1313,2817,434,2830,193,49,260620,8789,XRF1,1,10/3/2019,14:47:38,LEVAY_B,11/1/2019 21:35,~1mm accessory; with film; XRF 1
