Expedition,Site,Hole,Core,Type,Section,A/W,Offset (mm),Depth,CSF-B (m),Test No.,TextID,Voltage (kV),Tube Current (mA),Live Time (s),Real Time (s),Down-Core Slit (mm),Cross-Core Slit (mm),Filter,Total Counts Per Second,Ca,Fe,Ni,As,Br,Rb,Sr,Y,Zr,Nb,Mo,Ag,Ba,Instrument,Scan Number,Date of Measure,Time of Measure,Uploaded By,Date Uploaded,Comment
382,U1537,A,9,H,5,A,430,75.44,75.151,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93974,834,8778,4675,54,1097,579,1317,138,1225,73,80,258844,8878,XRF1,1,10/9/2019,11:04:17,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,440,75.45,75.161,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94110,960,8925,4620,49,1027,583,1509,125,1171,131,91,259703,9095,XRF1,1,10/9/2019,11:04:41,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,450,75.46,75.171,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93839,892,9151,4512,105,1122,628,1434,133,1168,158,112,258079,9547,XRF1,1,10/9/2019,11:05:04,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,460,75.47,75.181,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93744,690,9061,4543,84,1082,545,1432,148,1172,89,-4,258560,9263,XRF1,1,10/9/2019,11:05:27,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,470,75.48,75.191,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93716,694,8957,4524,114,1125,581,1396,104,1271,80,20,258157,9729,XRF1,1,10/9/2019,11:05:50,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,480,75.49,75.201,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94029,875,9388,4762,84,1171,588,1455,102,1118,56,36,258475,9702,XRF1,1,10/9/2019,11:06:13,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,490,75.5,75.211,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94333,846,9165,4625,65,1062,574,1471,143,1222,126,111,259348,9590,XRF1,1,10/9/2019,11:06:39,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,500,75.51,75.221,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94322,888,9141,4737,62,1142,631,1482,147,1166,103,31,260030,9265,XRF1,1,10/9/2019,11:07:02,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,510,75.52,75.231,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94009,760,9607,4718,75,1097,592,1443,157,1201,121,108,259329,9420,XRF1,1,10/9/2019,11:07:25,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,520,75.53,75.241,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93937,841,9431,4671,89,1101,573,1433,161,1269,96,62,260319,9923,XRF1,1,10/9/2019,11:07:51,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,530,75.54,75.251,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94135,871,9678,4626,86,1038,580,1438,131,1289,90,44,260948,9735,XRF1,1,10/9/2019,11:08:14,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,540,75.55,75.261,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93924,1002,10050,4564,67,1020,519,1762,128,1301,92,61,261208,9698,XRF1,1,10/9/2019,11:08:37,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,550,75.56,75.271,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94887,740,9186,4746,58,1138,614,1378,136,1231,79,74,262097,9752,XRF1,1,10/9/2019,11:09:01,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,560,75.57,75.281,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94631,797,8700,4715,68,1192,561,1435,170,1197,80,-3,261886,9971,XRF1,1,10/9/2019,11:09:24,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,570,75.58,75.291,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94606,807,8642,4577,81,1138,520,1423,98,1150,100,78,262645,8952,XRF1,1,10/9/2019,11:09:47,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,580,75.59,75.301,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94477,855,8707,4586,56,1119,528,1481,104,1081,27,-12,262147,8788,XRF1,1,10/9/2019,11:10:10,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,590,75.6,75.311,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94509,767,8700,4708,83,1105,519,1450,186,1168,93,57,261694,9363,XRF1,1,10/9/2019,11:10:33,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,600,75.61,75.321,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94678,666,9171,4781,72,1092,531,1448,151,1174,87,47,262430,9229,XRF1,1,10/9/2019,11:10:57,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,610,75.62,75.331,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94796,765,9576,4729,90,1122,574,1495,198,1225,107,49,262482,9716,XRF1,1,10/9/2019,11:11:20,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,620,75.63,75.341,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94686,720,9143,4738,90,1126,567,1449,175,1208,88,72,262473,10788,XRF1,1,10/9/2019,11:11:43,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,630,75.64,75.351,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94703,776,9355,4538,97,1090,544,1451,160,1188,57,103,263026,10012,XRF1,1,10/9/2019,11:12:09,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,640,75.65,75.361,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94500,727,9346,4591,84,1035,504,1364,145,1168,136,54,262958,9793,XRF1,1,10/9/2019,11:12:34,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,650,75.66,75.371,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94656,703,9437,4561,36,1070,599,1422,133,1217,114,10,263660,10292,XRF1,1,10/9/2019,11:12:57,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,660,75.67,75.381,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94809,698,9548,4576,66,1173,528,1404,188,1292,129,67,263496,9640,XRF1,1,10/9/2019,11:13:21,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,670,75.68,75.391,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94342,649,8883,4697,60,1121,490,1358,135,1263,84,23,262712,10089,XRF1,1,10/9/2019,11:13:44,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,680,75.69,75.401,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94676,792,8619,4621,91,1107,562,1362,207,1196,57,22,262971,9720,XRF1,1,10/9/2019,11:14:07,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,690,75.7,75.411,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,95061,744,8998,4642,74,1071,632,1505,135,1267,135,51,264083,10152,XRF1,1,10/9/2019,11:14:30,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,700,75.71,75.421,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,95024,789,8850,4654,111,1069,586,1325,134,1223,84,9,263958,9642,XRF1,1,10/9/2019,11:14:56,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,710,75.72,75.431,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94676,795,9991,4605,106,1028,619,1424,119,1282,146,64,262899,10379,XRF1,1,10/9/2019,11:15:19,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,720,75.73,75.441,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94926,864,9898,4638,73,1140,618,1478,124,1293,91,35,262968,10303,XRF1,1,10/9/2019,11:15:45,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,730,75.74,75.451,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94879,760,9698,4650,81,1092,600,1411,137,1220,59,79,262146,10334,XRF1,1,10/9/2019,11:16:08,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,740,75.75,75.461,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94865,855,9994,4467,110,1060,699,1513,83,1316,74,46,262340,10605,XRF1,1,10/9/2019,11:16:31,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,750,75.76,75.471,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94895,715,9940,4720,76,1121,681,1419,151,1305,74,38,262637,10176,XRF1,1,10/9/2019,11:16:55,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,760,75.77,75.481,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94826,840,10831,4786,90,1068,624,1596,195,1217,80,73,262935,10314,XRF1,1,10/9/2019,11:17:18,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,770,75.78,75.491,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94825,882,10370,4515,48,1018,647,1462,125,1384,66,48,263205,10284,XRF1,1,10/9/2019,11:17:41,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,780,75.79,75.501,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94739,722,10066,4612,102,1031,608,1573,135,1371,126,44,262436,10954,XRF1,1,10/9/2019,11:18:04,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,790,75.8,75.511,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94853,729,9205,4757,69,1038,599,1326,141,1243,69,146,262815,9614,XRF1,1,10/9/2019,11:18:27,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,800,75.81,75.521,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94821,783,8976,4883,40,1131,553,1391,143,1150,106,79,262365,9918,XRF1,1,10/9/2019,11:18:51,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,810,75.82,75.531,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94494,880,10108,4666,132,1023,639,1558,213,1346,67,18,261834,10982,XRF1,1,10/9/2019,11:19:14,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,820,75.83,75.541,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94453,671,9648,4641,105,1104,573,1498,207,1220,70,73,262004,9342,XRF1,1,10/9/2019,11:19:37,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,830,75.84,75.551,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94558,848,9376,4662,64,1085,598,1389,103,1252,54,74,262112,10034,XRF1,1,10/9/2019,11:20:00,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,840,75.85,75.561,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93868,745,9555,4750,88,1134,525,1408,120,1141,53,54,260069,9498,XRF1,1,10/9/2019,11:20:23,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,850,75.86,75.571,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94167,830,10407,4628,86,1057,653,1393,169,1306,89,48,259985,10168,XRF1,1,10/9/2019,11:20:47,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,860,75.87,75.581,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94172,761,10282,4579,84,1037,662,1430,128,1198,110,76,260690,10406,XRF1,1,10/9/2019,11:21:10,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,870,75.88,75.591,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94244,810,9355,4608,104,1073,579,1417,91,1071,64,49,260201,9689,XRF1,1,10/9/2019,11:21:35,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,880,75.89,75.601,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94130,811,8807,4645,69,1158,625,1304,116,1075,161,84,259020,9372,XRF1,1,10/9/2019,11:22:01,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,890,75.9,75.611,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94155,676,9083,4568,62,1044,592,1466,210,1279,112,75,260011,9699,XRF1,1,10/9/2019,11:22:24,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,900,75.91,75.621,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93959,1002,9186,4549,27,1009,611,1484,128,1234,105,90,259205,9782,XRF1,1,10/9/2019,11:22:48,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,910,75.92,75.631,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94118,794,9315,4526,65,1146,599,1461,88,1160,113,68,259661,10560,XRF1,1,10/9/2019,11:23:13,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,920,75.93,75.641,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94226,812,9108,4673,39,1186,648,1389,133,1265,63,22,259607,10253,XRF1,1,10/9/2019,11:23:36,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,930,75.94,75.651,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94328,792,8734,4539,66,1073,552,1395,112,1245,105,103,259035,10528,XRF1,1,10/9/2019,11:24:00,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,940,75.95,75.661,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94176,808,8430,4603,66,1177,531,1343,124,1257,116,65,259733,9633,XRF1,1,10/9/2019,11:24:23,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,950,75.96,75.671,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94409,624,8824,4683,24,1100,573,1419,161,1239,99,30,260193,9490,XRF1,1,10/9/2019,11:24:46,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,960,75.97,75.681,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93952,584,9139,4650,54,1097,559,1347,104,1126,84,65,259610,10098,XRF1,1,10/9/2019,11:25:09,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,970,75.98,75.691,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94424,654,9284,4543,95,1101,598,1406,177,1171,132,113,260837,9272,XRF1,1,10/9/2019,11:25:35,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,980,75.99,75.701,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94653,559,8922,4681,77,1076,527,1416,185,1139,95,65,261029,9534,XRF1,1,10/9/2019,11:25:58,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,990,76,75.711,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94514,796,8929,4748,46,1094,678,1431,120,1140,116,108,260988,9799,XRF1,1,10/9/2019,11:26:22,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1000,76.01,75.721,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94885,708,9163,4656,136,1148,576,1299,144,1175,122,60,261359,9998,XRF1,1,10/9/2019,11:26:47,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1010,76.02,75.731,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94522,826,8522,4602,92,1167,602,1301,160,1038,108,62,261112,9160,XRF1,1,10/9/2019,11:27:10,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1020,76.03,75.741,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94249,704,9896,4639,123,1161,635,1497,127,1277,85,68,261253,10446,XRF1,1,10/9/2019,11:27:34,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1030,76.04,75.751,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94288,846,9481,4599,82,1074,594,1578,163,1167,88,90,262704,10653,XRF1,1,10/9/2019,11:27:57,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1040,76.05,75.761,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94581,864,7820,4711,39,1217,522,1323,148,1025,99,77,262763,9340,XRF1,1,10/9/2019,11:28:20,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1050,76.06,75.771,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94809,743,8860,4612,39,1223,571,1395,172,1079,74,52,262842,8688,XRF1,1,10/9/2019,11:28:43,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1060,76.07,75.781,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,95015,841,8811,4885,62,1041,584,1392,109,1098,43,81,263653,9531,XRF1,1,10/9/2019,11:29:07,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1070,76.08,75.791,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94648,779,8171,4865,67,1067,523,1255,137,1050,62,101,263973,9612,XRF1,1,10/9/2019,11:29:32,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1080,76.09,75.801,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94783,571,10153,4744,105,1047,639,1441,125,1299,132,31,263380,10293,XRF1,1,10/9/2019,11:29:56,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1090,76.1,75.811,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94675,737,9826,4696,128,1094,616,1448,134,1167,90,57,263613,9899,XRF1,1,10/9/2019,11:30:19,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1100,76.11,75.821,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94860,876,10240,4657,111,1118,583,1508,159,1220,76,96,263933,10149,XRF1,1,10/9/2019,11:30:42,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1110,76.12,75.831,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94774,772,9682,4580,46,1116,550,1318,143,1189,89,20,262869,10089,XRF1,1,10/9/2019,11:31:05,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1120,76.13,75.841,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94694,722,9365,4813,100,1122,618,1520,236,1155,57,70,263994,10062,XRF1,1,10/9/2019,11:31:29,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1130,76.14,75.851,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94772,907,8681,4797,94,1143,484,1353,153,1050,89,72,264371,8608,XRF1,1,10/9/2019,11:31:52,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1140,76.15,75.861,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94925,888,7568,4744,38,1183,482,1177,99,931,87,25,263541,8085,XRF1,1,10/9/2019,11:32:15,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1150,76.16,75.871,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94509,894,9611,4672,87,1098,605,1459,219,1181,45,29,262757,10018,XRF1,1,10/9/2019,11:32:38,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1160,76.17,75.881,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94759,845,10144,4608,143,1015,593,1595,140,1280,92,100,263520,10647,XRF1,1,10/9/2019,11:33:02,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1170,76.18,75.891,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94868,934,9691,4705,44,1136,671,1463,165,1399,110,31,263909,10702,XRF1,1,10/9/2019,11:33:25,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1180,76.19,75.901,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94659,876,9925,4716,126,1118,685,1487,177,1330,87,40,262618,10486,XRF1,1,10/9/2019,11:33:48,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1190,76.2,75.911,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94899,906,9489,4725,61,1069,680,1343,176,1362,94,100,264070,10764,XRF1,1,10/9/2019,11:34:11,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1200,76.21,75.921,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94819,903,9632,4845,70,1101,658,1480,122,1212,91,58,263673,10404,XRF1,1,10/9/2019,11:34:35,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1210,76.22,75.931,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94712,690,9292,4588,91,1002,698,1370,143,1303,68,54,263426,10246,XRF1,1,10/9/2019,11:34:58,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1220,76.23,75.941,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94569,696,10267,4633,56,1118,775,1527,165,1230,102,72,262029,10589,XRF1,1,10/9/2019,11:35:24,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1230,76.24,75.951,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94422,887,9181,4689,71,1093,637,1368,133,1250,77,15,262377,10021,XRF1,1,10/9/2019,11:35:47,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1240,76.25,75.961,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94655,826,10146,4810,92,1033,655,1481,104,1296,156,49,262600,11196,XRF1,1,10/9/2019,11:36:10,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1250,76.26,75.971,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94379,763,10796,4600,63,1068,735,1512,213,1312,77,28,261786,10823,XRF1,1,10/9/2019,11:36:36,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1260,76.27,75.981,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94516,768,10411,4489,97,1060,607,1476,167,1419,95,74,261532,11267,XRF1,1,10/9/2019,11:36:59,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1270,76.28,75.991,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94467,679,10866,4577,107,1017,680,1534,228,1335,68,78,262243,11738,XRF1,1,10/9/2019,11:37:22,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1280,76.29,76.001,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,94155,725,10345,4424,31,984,642,1551,193,1438,99,94,261117,12088,XRF1,1,10/9/2019,11:37:46,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1290,76.3,76.011,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93342,719,10174,4523,90,1018,588,1635,150,1372,124,37,259756,11970,XRF1,1,10/9/2019,11:38:09,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1300,76.31,76.021,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93553,790,10154,4526,104,1085,681,1478,90,1362,112,35,260589,11272,XRF1,1,10/9/2019,11:38:32,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1310,76.32,76.031,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93964,767,10444,4635,63,1034,585,1471,167,1293,135,34,262607,11402,XRF1,1,10/9/2019,11:38:55,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1320,76.33,76.041,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93615,727,10211,4616,100,1038,605,1515,178,1234,100,84,259998,10299,XRF1,1,10/9/2019,11:39:19,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1330,76.34,76.051,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93544,892,9395,4834,70,1131,693,1510,70,1196,87,70,260621,10452,XRF1,1,10/9/2019,11:39:42,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
382,U1537,A,9,H,5,A,1340,76.35,76.061,44592432,SHLF9925491,50,0.75,10,15,10,12,Cu,93925,765,10167,4532,44,1073,603,1481,150,1413,98,42,261262,10993,XRF1,1,10/9/2019,11:40:05,LEVAY_B,11/1/2019 21:34,~1mm accessory; with film; XRF 1
