"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"382","U1535","A","1","H","1","","135.0","1.350","1.306","83.00","2019-04-02 20:39:13","MS2C-695","WRMSL","SECT9839031","113527901","","",""
"382","U1535","A","1","H","1","","137.5","1.375","1.331","81.00","2019-04-02 20:39:13","MS2C-695","WRMSL","SECT9839031","113527901","","",""
"382","U1535","A","1","H","1","","140.0","1.400","1.355","78.00","2019-04-02 20:39:13","MS2C-695","WRMSL","SECT9839031","113527901","","",""
"382","U1535","A","1","H","2","","2.4","1.544","1.494","77.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","4.9","1.569","1.518","81.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","7.4","1.594","1.543","84.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","9.9","1.619","1.567","85.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","12.4","1.644","1.591","86.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","14.9","1.669","1.615","87.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","17.4","1.694","1.639","87.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","19.9","1.719","1.663","86.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","22.4","1.744","1.688","88.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","24.9","1.769","1.712","90.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","27.4","1.794","1.736","89.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","29.9","1.819","1.760","90.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","32.4","1.844","1.784","92.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","34.9","1.869","1.809","94.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","37.4","1.894","1.833","95.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","39.9","1.919","1.857","98.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","42.4","1.944","1.881","99.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","44.9","1.969","1.905","99.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","47.4","1.994","1.930","98.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","49.9","2.019","1.954","99.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","52.4","2.044","1.978","99.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","54.9","2.069","2.002","99.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","57.4","2.094","2.026","97.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","59.9","2.119","2.050","97.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","62.4","2.144","2.075","98.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","64.9","2.169","2.099","99.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","67.4","2.194","2.123","101.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","69.9","2.219","2.147","103.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","72.4","2.244","2.171","106.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","74.9","2.269","2.196","109.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","77.4","2.294","2.220","113.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","79.9","2.319","2.244","117.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","82.4","2.344","2.268","119.00","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","84.9","2.369","2.292","119.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","87.4","2.394","2.316","119.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","89.9","2.419","2.341","126.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","92.4","2.444","2.365","128.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","94.9","2.469","2.389","129.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","97.4","2.494","2.413","129.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","99.9","2.519","2.437","130.33","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","2","","102.4","2.544","2.462","123.67","2019-04-02 20:44:58","MS2C-695","WRMSL","SECT9839061","113528091","","",""
"382","U1535","A","1","H","CC","","2.3","2.583","2.499","126.33","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","4.8","2.608","2.524","132.00","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","7.3","2.633","2.548","125.33","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","9.8","2.658","2.572","121.33","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","12.3","2.683","2.596","115.00","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","14.8","2.708","2.620","106.33","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","17.3","2.733","2.645","85.33","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","1","H","CC","","19.8","2.758","2.669","38.00","2019-04-02 20:45:48","MS2C-695","WRMSL","SECT9839091","113528101","","",""
"382","U1535","A","2","H","1","","2.5","2.725","2.724","98.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","5.0","2.750","2.748","104.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","7.5","2.775","2.772","94.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","10.0","2.800","2.796","86.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","12.5","2.825","2.820","78.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","15.0","2.850","2.844","69.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","17.5","2.875","2.867","72.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","20.0","2.900","2.891","76.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","22.5","2.925","2.915","78.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","25.0","2.950","2.939","76.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","27.5","2.975","2.963","77.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","30.0","3.000","2.987","85.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","32.5","3.025","3.011","98.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","35.0","3.050","3.035","101.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","37.5","3.075","3.059","84.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","40.0","3.100","3.083","59.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","42.5","3.125","3.107","38.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","45.0","3.150","3.131","24.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","47.5","3.175","3.154","17.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","50.0","3.200","3.178","15.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","52.5","3.225","3.202","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","55.0","3.250","3.226","14.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","57.5","3.275","3.250","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","60.0","3.300","3.274","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","62.5","3.325","3.298","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","65.0","3.350","3.322","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","67.5","3.375","3.346","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","70.0","3.400","3.370","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","72.5","3.425","3.394","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","75.0","3.450","3.417","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","77.5","3.475","3.441","13.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","80.0","3.500","3.465","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","82.5","3.525","3.489","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","85.0","3.550","3.513","14.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","87.5","3.575","3.537","13.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","90.0","3.600","3.561","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","92.5","3.625","3.585","13.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","95.0","3.650","3.609","13.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","97.5","3.675","3.633","13.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","100.0","3.700","3.657","12.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","100.0","3.700","3.657","12.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","102.5","3.725","3.681","12.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","105.0","3.750","3.704","12.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","107.5","3.775","3.728","11.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","110.0","3.800","3.752","12.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","112.5","3.825","3.776","12.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","115.0","3.850","3.800","12.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","117.5","3.875","3.824","12.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","120.0","3.900","3.848","12.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","122.5","3.925","3.872","12.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","125.0","3.950","3.896","12.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","127.5","3.975","3.920","13.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","130.0","4.000","3.944","13.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","132.5","4.025","3.968","13.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","135.0","4.050","3.992","13.67","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","137.5","4.075","4.015","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","140.0","4.100","4.039","14.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","142.5","4.125","4.063","13.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","145.0","4.150","4.087","13.33","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","1","","147.5","4.175","4.111","12.00","2019-04-02 21:29:35","MS2C-695","WRMSL","SECT9839511","113528931","","",""
"382","U1535","A","2","H","2","","2.5","4.225","4.159","12.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","5.0","4.250","4.183","13.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","7.5","4.275","4.207","13.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","10.0","4.300","4.231","13.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","12.5","4.325","4.255","13.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","15.0","4.350","4.279","13.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","17.5","4.375","4.302","12.67","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","20.0","4.400","4.326","13.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","22.5","4.425","4.350","12.67","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","25.0","4.450","4.374","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","27.5","4.475","4.398","12.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","30.0","4.500","4.422","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","32.5","4.525","4.446","12.00","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","35.0","4.550","4.470","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","37.5","4.575","4.494","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","40.0","4.600","4.518","12.67","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","42.5","4.625","4.542","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","45.0","4.650","4.566","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","47.5","4.675","4.589","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","50.0","4.700","4.613","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","52.5","4.725","4.637","10.67","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","55.0","4.750","4.661","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
"382","U1535","A","2","H","2","","57.5","4.775","4.685","12.33","2019-04-02 21:35:41","MS2C-695","WRMSL","SECT9839541","113529571","","",""
