Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z,Normalized spectral data link,Unnormalized spectral data link,Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,3,H,1,A,137.5,15.375,15.325,42.75,0.79,-1.25,12.44,12.99,14.47,,,4/10/2019 4:15,QEPRO-QEP02181,SHMSL,SHLF9854761,113649601,,,
382,U1536,A,3,H,1,A,140,15.4,15.349,39.82,0.29,-0.93,10.61,11.14,12.32,,,4/10/2019 4:15,QEPRO-QEP02181,SHMSL,SHLF9854761,113649601,,,
382,U1536,A,3,H,1,A,142.5,15.425,15.373,43.51,0.79,1.63,12.92,13.5,13.82,,,4/10/2019 4:15,QEPRO-QEP02181,SHMSL,SHLF9854761,113649601,,,
382,U1536,A,3,H,1,A,145,15.45,15.397,42.89,0.8,-1.06,12.53,13.09,14.5,,,4/10/2019 4:15,QEPRO-QEP02181,SHMSL,SHLF9854761,113649601,,,
382,U1536,A,3,H,1,A,147.5,15.475,15.421,40.86,0.35,0.17,11.22,11.78,12.58,,,4/10/2019 4:15,QEPRO-QEP02181,SHMSL,SHLF9854761,113649601,,,
382,U1536,A,2,H,CC,A,2.5,14.285,13.871,38.02,0.54,-0.93,9.65,10.1,11.18,49074391,49074411,4/10/2019 2:19,QEPRO-QEP02181,SHMSL,SHLF9854511,113648071,,,
382,U1536,A,2,H,CC,A,5,14.31,13.895,38.81,0.19,0.63,10.03,10.55,11.1,,,4/10/2019 2:19,QEPRO-QEP02181,SHMSL,SHLF9854511,113648071,,,
382,U1536,A,2,H,CC,A,7.5,14.335,13.919,41.19,0.49,0.35,11.43,11.98,12.73,,,4/10/2019 2:19,QEPRO-QEP02181,SHMSL,SHLF9854511,113648071,,,
382,U1536,A,2,H,CC,A,10,14.36,13.943,40.6,0.4,-1.5,11.07,11.62,13.06,,,4/10/2019 2:19,QEPRO-QEP02181,SHMSL,SHLF9854511,113648071,,,
382,U1536,A,2,H,CC,A,12.5,14.385,13.967,46.14,15.25,0,17.21,15.37,16.51,,,4/10/2019 2:19,QEPRO-QEP02181,SHMSL,SHLF9854511,113648071,,,
382,U1536,A,3,H,2,A,2.5,15.525,15.469,34.7,0.41,0.75,7.96,8.35,8.74,49079561,49079581,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,5,15.55,15.493,39.13,0.63,0.42,10.26,10.74,11.38,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,7.5,15.575,15.517,37.99,0.27,1.34,9.59,10.08,10.36,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,10,15.6,15.541,39.41,-0.06,1.08,10.33,10.9,11.32,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,12.5,15.625,15.565,38.95,0.04,1.47,10.09,10.63,10.89,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,15,15.65,15.59,39.55,0.11,1.59,10.43,10.98,11.21,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,17.5,15.675,15.614,38.33,-0.28,2.81,9.7,10.27,10.07,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,20,15.7,15.638,39.72,0.17,1.83,10.53,11.08,11.23,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,22.5,15.725,15.662,40.34,0.23,1.45,10.9,11.46,11.76,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,25,15.75,15.686,40.17,0.1,0.81,10.78,11.35,11.89,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,27.5,15.775,15.71,40.1,-0.16,0.82,10.7,11.31,11.84,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,30,15.8,15.734,39.8,0.26,1.09,10.59,11.13,11.55,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,32.5,15.825,15.758,39.57,0.16,0.84,10.45,10.99,11.5,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,35,15.85,15.782,39.44,0.12,0.34,10.37,10.91,11.59,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,37.5,15.875,15.806,40.48,0.16,0.19,10.97,11.55,12.33,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,40,15.9,15.83,40.11,0.22,-0.02,10.76,11.32,12.16,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,42.5,15.925,15.854,40.21,0.02,-1.18,10.79,11.38,12.67,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,45,15.95,15.879,38.6,0.09,-0.72,9.9,10.43,11.45,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,47.5,15.975,15.903,39.88,-0.1,-0.52,10.59,11.18,12.2,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,50,16,15.927,39.95,0.03,-0.61,10.64,11.22,12.28,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,52.5,16.025,15.951,39.97,0.56,1.25,10.73,11.23,11.6,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,55,16.05,15.975,41.97,0.69,-0.57,11.93,12.48,13.63,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,57.5,16.075,15.999,42.93,0.36,-1.42,12.49,13.11,14.68,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,60,16.1,16.023,41.53,0.55,-1.78,11.65,12.2,13.82,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,62.5,16.125,16.047,42.38,0.7,-1.9,12.19,12.74,14.48,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,65,16.15,16.071,42.77,0.1,-3.32,12.35,13.01,15.39,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,67.5,16.175,16.095,41.22,0.22,-2.24,11.41,12,13.78,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,70,16.2,16.119,42.01,0.03,-1.66,11.86,12.51,14.11,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,72.5,16.225,16.143,43.02,0.84,-0.76,12.61,13.17,14.46,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,75,16.25,16.168,43.3,0.41,-2.43,12.73,13.36,15.39,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,77.5,16.275,16.192,40.66,0.32,-2.88,11.09,11.65,13.65,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,80,16.3,16.216,41.28,0.12,-0.56,11.43,12.04,13.15,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,82.5,16.325,16.24,41.63,0.02,-1.34,11.63,12.26,13.7,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,85,16.35,16.264,42.31,0.08,-0.23,12.05,12.7,13.73,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,87.5,16.375,16.288,42.73,0.56,-0.14,12.39,12.97,13.99,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,90,16.4,16.312,43.26,0.49,1.39,12.72,13.33,13.74,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,92.5,16.425,16.336,43.53,0.35,0.62,12.87,13.51,14.25,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,95,16.45,16.36,39.87,-0.11,-0.98,10.58,11.17,12.37,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,97.5,16.475,16.384,41.63,0.03,-0.9,11.63,12.26,13.53,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,100,16.5,16.408,39.54,0.53,-0.98,10.48,10.98,12.15,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,102.5,16.525,16.432,39.86,0.53,-1.1,10.66,11.17,12.41,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,105,16.55,16.457,40.85,0.09,-1.18,11.17,11.77,13.1,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,107.5,16.575,16.481,39.97,-0.17,-1.26,10.63,11.24,12.54,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,110,16.6,16.505,39.93,0.35,-0.88,10.67,11.21,12.37,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,112.5,16.625,16.529,37.62,-1.45,-0.77,9.19,9.88,10.87,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,115,16.65,16.553,40.61,-0.03,-0.82,11.02,11.62,12.79,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,117.5,16.675,16.577,39.04,1.02,-1.03,10.26,10.68,11.85,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,120,16.7,16.601,41.1,0.33,-1.46,11.36,11.93,13.39,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,122.5,16.725,16.625,40.75,0.21,-1,11.13,11.71,12.97,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,125,16.75,16.649,39.98,-0.09,-0.8,10.65,11.24,12.37,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,127.5,16.775,16.673,41.13,-0.45,0.22,11.27,11.95,12.74,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,130,16.8,16.697,39.07,0.23,1.21,10.18,10.7,11.06,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,132.5,16.825,16.721,39.34,0.22,0.54,10.32,10.86,11.46,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,135,16.85,16.745,40.98,-0.09,0.14,11.23,11.85,12.67,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,137.5,16.875,16.77,41.68,0.28,-0.66,11.7,12.29,13.47,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,140,16.9,16.794,39.35,0.23,-0.27,10.33,10.86,11.76,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,142.5,16.925,16.818,39.77,0.25,-0.13,10.57,11.11,11.98,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,145,16.95,16.842,39.88,-0.28,-1.04,10.57,11.18,12.4,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,2,A,147.5,16.975,16.866,33.95,0.8,-0.91,7.66,7.98,8.85,,,4/10/2019 4:26,QEPRO-QEP02181,SHMSL,SHLF9854791,113649841,,,
382,U1536,A,3,H,3,A,2.5,17.025,16.914,31.02,0.38,-3.03,6.35,6.66,7.98,49079991,49080021,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,5,17.05,16.938,38.99,-0.01,0.15,10.1,10.65,11.38,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,7.5,17.075,16.962,42.51,0.28,-2.49,12.21,12.83,14.82,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,10,17.1,16.986,38.22,-1.14,-1.37,9.54,10.21,11.46,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,12.5,17.125,17.011,38.42,0.32,0.03,9.83,10.33,11.08,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,15,17.15,17.035,39.46,0.21,-0.05,10.39,10.93,11.76,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,17.5,17.175,17.059,40.84,0.71,-0.03,11.25,11.76,12.65,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,20,17.2,17.083,39.14,0.41,-0.04,10.24,10.74,11.55,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,22.5,17.225,17.107,39.27,0.3,0.77,10.3,10.82,11.34,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,25,17.25,17.131,38.66,0.65,-0.92,10,10.46,11.56,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,27.5,17.275,17.155,39.27,0.33,0.63,10.3,10.81,11.38,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,30,17.3,17.179,38.9,0.17,-0.49,10.08,10.6,11.57,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,32.5,17.325,17.203,36.6,-0.01,0.58,8.84,9.32,9.82,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,35,17.35,17.227,38.66,0.04,-0.63,9.92,10.46,11.46,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,37.5,17.375,17.252,39.79,0.66,-0.12,10.64,11.12,11.99,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,40,17.4,17.276,37.8,-0.75,-0.43,9.37,9.98,10.86,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,42.5,17.425,17.3,38.89,0.51,-0.66,10.11,10.6,11.62,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,45,17.45,17.324,39.82,0.82,-1.91,10.68,11.14,12.69,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,47.5,17.475,17.348,38.38,0.06,-0.79,9.78,10.3,11.34,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,50,17.5,17.372,40.18,0.65,-2.08,10.86,11.36,13,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,52.5,17.525,17.396,37.56,-0.87,-0.74,9.23,9.84,10.83,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,55,17.55,17.42,39.12,0.02,-0.11,10.18,10.73,11.56,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,57.5,17.575,17.444,39.8,0.44,0.07,10.61,11.13,11.92,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,60,17.6,17.468,57.89,5.08,-7.94,25.7,25.85,33.27,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,62.5,17.625,17.492,43.53,15.9,-0.16,15.35,13.51,14.58,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,65,17.65,17.517,46.02,9.31,0.06,16.06,15.28,16.38,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,67.5,17.675,17.541,42.7,18.13,-0.3,15.13,12.96,14.04,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,70,17.7,17.565,47.33,12.02,2,17.56,16.27,16.53,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,72.5,17.725,17.589,60.38,5.04,-5.56,28.34,28.55,34.7,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,75,17.75,17.613,44.41,17.23,0.4,16.23,14.12,14.99,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,77.5,17.775,17.637,57.21,4.3,-5.91,24.83,25.14,30.97,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,80,17.8,17.661,61.85,2.69,-7.33,29.36,30.23,38.08,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,82.5,17.825,17.685,41.34,1.06,-1.32,11.6,12.08,13.5,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,85,17.85,17.709,38.93,0.22,1.47,10.1,10.62,10.88,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,87.5,17.875,17.733,39.91,0.46,0.36,10.68,11.2,11.89,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,90,17.9,17.758,40.49,0.41,1.15,11,11.55,11.96,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,92.5,17.925,17.782,43.96,0.95,-0.24,13.24,13.81,14.94,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,95,17.95,17.806,43.24,0.84,-0.31,12.75,13.32,14.43,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,97.5,17.975,17.83,39.93,0.43,1.03,10.69,11.21,11.65,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,100,18,17.854,40.53,0.41,1.33,11.03,11.57,11.93,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,102.5,18.025,17.878,43.68,0.91,-0.36,13.05,13.61,14.77,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,105,18.05,17.902,40.27,0.47,1.42,10.89,11.42,11.73,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,107.5,18.075,17.926,39.81,0.43,1.14,10.62,11.14,11.54,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,110,18.1,17.95,39.73,0.38,1.21,10.57,11.09,11.47,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,112.5,18.125,17.974,39.12,0.49,1.34,10.24,10.73,11.04,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,115,18.15,17.999,40.17,0.58,-0.97,10.84,11.35,12.56,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,117.5,18.175,18.023,40.93,0.65,-0.53,11.3,11.82,12.9,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,120,18.2,18.047,40.38,0.67,0.03,10.98,11.48,12.32,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,122.5,18.225,18.071,41.79,0.76,-0.85,11.83,12.36,13.62,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,125,18.25,18.095,40.08,0.68,1.53,10.8,11.3,11.56,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,127.5,18.275,18.119,39.18,0.57,1.11,10.28,10.76,11.16,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,130,18.3,18.143,39.44,0.65,0.48,10.44,10.92,11.55,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,132.5,18.325,18.167,40.43,0.66,0.81,11.01,11.51,12.06,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,135,18.35,18.191,44.26,1.02,-0.4,13.45,14.02,15.23,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,137.5,18.375,18.215,42.8,1.15,-0.48,12.52,13.03,14.19,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,140,18.4,18.24,39.67,0.66,0.99,10.57,11.05,11.5,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,142.5,18.425,18.264,43.72,1.16,-0.08,13.12,13.65,14.69,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,145,18.45,18.288,43.47,1.05,-0.53,12.93,13.47,14.69,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,3,A,147.5,18.475,18.312,39.84,0.64,0.96,10.67,11.16,11.62,,,4/10/2019 4:37,QEPRO-QEP02181,SHMSL,SHLF9854821,113649981,,,
382,U1536,A,3,H,4,A,2.5,18.525,18.36,33.02,0.72,-0.28,7.23,7.55,8.18,49080481,49080491,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,5,18.55,18.384,41.31,0.67,0.92,11.53,12.06,12.59,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,7.5,18.575,18.408,41.12,0.76,0.72,11.43,11.94,12.54,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,10,18.6,18.432,41.04,0.72,0.32,11.38,11.89,12.64,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,12.5,18.625,18.456,40.99,0.67,0.35,11.34,11.86,12.6,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,15,18.65,18.48,40.99,0.45,0.73,11.31,11.86,12.45,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,17.5,18.675,18.505,40.71,0.34,0.42,11.13,11.68,12.39,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,20,18.7,18.529,40.37,0.25,0.44,10.91,11.47,12.15,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,22.5,18.725,18.553,40.1,0.34,0.4,10.77,11.31,11.99,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,25,18.75,18.577,40.45,0.18,0.56,10.95,11.52,12.16,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,27.5,18.775,18.601,43.57,0.58,-0.3,12.93,13.54,14.67,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,30,18.8,18.625,42.95,0.65,-0.66,12.54,13.13,14.37,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,32.5,18.825,18.649,42.9,0.71,-1.11,12.52,13.09,14.52,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
