Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Reflectance L*,Reflectance a*,Reflectance b*,Tristimulus X,Tristimulus Y,Tristimulus Z,Normalized spectral data link,Unnormalized spectral data link,Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,3,H,4,A,35,18.85,18.673,39.19,0.36,0.62,10.26,10.77,11.34,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,37.5,18.875,18.697,40.17,0.51,0.46,10.83,11.35,12.02,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,40,18.9,18.721,40.46,0.55,0.85,11.01,11.53,12.06,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,42.5,18.925,18.745,39.21,0.13,-0.66,10.24,10.78,11.82,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,45,18.95,18.769,38.75,0.19,-1.39,9.99,10.51,11.8,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,47.5,18.975,18.794,38.54,0.28,-1.38,9.89,10.39,11.66,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,50,19,18.818,38.33,-0.08,-0.61,9.73,10.27,11.25,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,52.5,19.025,18.842,43.43,0.84,-2.24,12.88,13.45,15.41,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,55,19.05,18.866,44.22,1.14,-1.81,13.45,13.99,15.82,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,57.5,19.075,18.89,39.2,0.45,-1.13,10.27,10.77,11.99,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,60,19.1,18.914,39.45,0.53,-0.66,10.43,10.92,11.97,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,62.5,19.125,18.938,39.67,0.61,-1.56,10.56,11.06,12.46,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,65,19.15,18.962,39.72,0.54,0.06,10.58,11.08,11.88,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,67.5,19.175,18.986,38.95,0.38,-0.54,10.13,10.63,11.61,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,70,19.2,19.01,40.18,0.17,-1.02,10.8,11.36,12.59,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,72.5,19.225,19.034,44.06,0.89,-2.21,13.3,13.88,15.88,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,75,19.25,19.058,43.71,0.89,-1.66,13.07,13.64,15.37,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,77.5,19.275,19.083,42.2,0.65,-1.4,12.07,12.63,14.14,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,80,19.3,19.107,41.3,0.99,-0.85,11.57,12.05,13.28,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,82.5,19.325,19.131,43.91,1.13,-2.46,13.24,13.78,15.87,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,85,19.35,19.155,43.72,1.1,-2.46,13.11,13.65,15.73,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,87.5,19.375,19.179,43.13,0.94,-1.93,12.7,13.24,15.04,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,90,19.4,19.203,40.99,0.83,0.08,11.36,11.86,12.7,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,92.5,19.425,19.227,44.78,1.26,-2.29,13.84,14.39,16.48,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,95,19.45,19.251,43.84,1.21,-1.55,13.2,13.73,15.41,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,97.5,19.475,19.275,39.7,0.82,-0.12,10.61,11.07,11.93,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,100,19.5,19.299,42.15,1.08,-0.79,12.1,12.6,13.85,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,102.5,19.525,19.323,42.72,0.89,-1.93,12.43,12.97,14.74,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,105,19.55,19.348,43.59,1.19,-1.62,13.03,13.56,15.26,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,107.5,19.575,19.372,43.44,1,-1.71,12.91,13.45,15.18,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,110,19.6,19.396,43.38,1.19,-1.6,12.9,13.41,15.09,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,112.5,19.625,19.42,42.95,1.04,-1.98,12.6,13.13,14.94,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,115,19.65,19.444,43.37,1.13,-1.77,12.89,13.41,15.16,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,117.5,19.675,19.468,41.91,0.44,-2.44,11.86,12.44,14.36,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,120,19.7,19.492,40.96,0.72,0.65,11.33,11.84,12.46,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,122.5,19.725,19.516,41.48,0.88,-2.09,11.66,12.17,13.91,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,125,19.75,19.54,40.14,0.54,-0.89,10.82,11.33,12.51,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,127.5,19.775,19.564,42.1,0.56,-2.33,12,12.57,14.46,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,130,19.8,19.588,41.07,0.67,-1.71,11.39,11.91,13.47,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,132.5,19.825,19.612,39.99,0.57,-0.38,10.74,11.25,12.22,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,135,19.85,19.636,40.15,0.44,-2,10.81,11.34,12.94,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,137.5,19.875,19.661,39,0.41,-0.21,10.16,10.66,11.52,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,140,19.9,19.685,39.46,0.48,-0.78,10.43,10.93,12.03,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,142.5,19.925,19.709,40.14,0.51,-0.53,10.82,11.34,12.38,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,4,A,145,19.95,19.733,38.23,0.91,-1.85,9.8,10.22,11.63,,,4/10/2019 4:49,QEPRO-QEP02181,SHMSL,SHLF9854851,113650671,,,
382,U1536,A,3,H,5,A,2.5,20.025,19.805,36.7,0.55,0.24,8.96,9.38,9.99,49080721,49080741,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,5,20.05,19.829,41.74,0.34,-0.13,11.75,12.34,13.3,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,7.5,20.075,19.853,41.86,0.58,0,11.85,12.41,13.32,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,10,20.1,19.877,40.88,0.51,-0.07,11.25,11.79,12.69,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,12.5,20.125,19.901,41.26,0.62,0.41,11.49,12.03,12.76,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,15,20.15,19.926,40.13,0.78,0.13,10.85,11.33,12.12,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,17.5,20.175,19.95,38.79,0.41,0.15,10.05,10.54,11.26,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,20,20.2,19.974,38.41,-0.15,-0.12,9.77,10.32,11.13,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,22.5,20.225,19.998,42.24,1.04,1,12.15,12.66,13.19,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,25,20.25,20.022,42.12,0.87,-1.68,12.05,12.58,14.2,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,27.5,20.275,20.046,39.99,0.58,-0.56,10.74,11.24,12.29,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,30,20.3,20.07,37.78,0.51,1.18,9.51,9.96,10.3,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,32.5,20.325,20.094,40.68,0.74,1.29,11.16,11.66,12.04,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,35,20.35,20.118,40.03,0.1,-0.92,10.7,11.27,12.45,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,37.5,20.375,20.142,40.68,0.32,-1.93,11.1,11.66,13.28,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,40,20.4,20.166,39.69,0.12,-0.7,10.51,11.07,12.15,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,42.5,20.425,20.191,38.8,0.49,0.75,10.06,10.54,11.05,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,45,20.45,20.215,38.4,-0.21,0.42,9.75,10.31,10.93,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,47.5,20.475,20.239,39.49,0.25,-0.14,10.41,10.95,11.81,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,50,20.5,20.263,39.32,0.11,-0.14,10.3,10.84,11.7,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,52.5,20.525,20.287,40.24,0.35,-0.61,10.86,11.4,12.47,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,55,20.55,20.311,41.04,0.67,0.25,11.37,11.89,12.67,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,57.5,20.575,20.335,40.38,0.52,0.02,10.96,11.48,12.32,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,60,20.6,20.359,38.73,0.57,-0.33,10.03,10.5,11.39,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,62.5,20.625,20.383,39.9,0.53,-0.03,10.68,11.19,12.03,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,65,20.65,20.407,42.73,0.93,-2.08,12.44,12.98,14.81,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,67.5,20.675,20.431,44.07,0.93,-2.71,13.31,13.89,16.12,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,70,20.7,20.456,43.89,1.03,-2.75,13.21,13.76,15.99,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,72.5,20.725,20.48,41.19,0.86,-2.14,11.48,11.98,13.72,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,75,20.75,20.504,40.05,0.5,0.19,10.77,11.28,12.04,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,77.5,20.775,20.528,39.36,0.3,-0.59,10.35,10.87,11.89,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,80,20.8,20.552,40.62,0.31,-0.44,11.07,11.63,12.66,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,82.5,20.825,20.576,40.72,0.73,-0.03,11.19,11.69,12.57,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,85,20.85,20.6,39.79,0.64,-0.48,10.64,11.13,12.13,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,87.5,20.875,20.624,38.8,0.16,-0.71,10.02,10.55,11.58,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,90,20.9,20.648,39.97,0.45,0.49,10.71,11.23,11.88,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,92.5,20.925,20.672,39.08,0.57,-0.29,10.23,10.71,11.6,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,95,20.95,20.696,39.84,-0.36,-0.68,10.53,11.15,12.23,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,97.5,20.975,20.72,39.12,0.22,-0.33,10.2,10.73,11.64,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,100,21,20.745,38.79,0.42,0.92,10.04,10.54,10.99,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,102.5,21.025,20.769,37.89,0.46,0.05,9.56,10.02,10.75,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,105,21.05,20.793,40.24,0.46,-0.53,10.87,11.4,12.44,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,107.5,21.075,20.817,39.89,0.44,0.46,10.67,11.19,11.84,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,110,21.1,20.841,39.19,0.44,0.48,10.27,10.77,11.39,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,112.5,21.125,20.865,39.95,0.58,0.48,10.72,11.22,11.87,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,115,21.15,20.889,40.16,0.43,0.18,10.82,11.35,12.12,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,117.5,21.175,20.913,40.25,0.37,0.22,10.86,11.4,12.16,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,120,21.2,20.937,38.53,0.42,-0.33,9.91,10.39,11.27,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,122.5,21.225,20.961,39.6,0.31,0.02,10.49,11.01,11.82,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,125,21.25,20.985,43.99,0.98,-1.27,13.26,13.83,15.4,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,127.5,21.275,21.01,41.52,0.74,-2.03,11.67,12.19,13.92,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,130,21.3,21.034,40.61,0.66,-0.98,11.11,11.62,12.86,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,132.5,21.325,21.058,42.08,0.76,-0.95,12.01,12.55,13.87,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,135,21.35,21.082,39.81,0.43,1.07,10.62,11.14,11.57,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,137.5,21.375,21.106,43.98,0.92,-1.48,13.25,13.83,15.5,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,140,21.4,21.13,40.35,0.02,-0.01,10.87,11.46,12.31,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,142.5,21.425,21.154,40.45,0.52,-1.17,11,11.52,12.82,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,145,21.45,21.178,42.07,0.56,-1.02,11.98,12.55,13.89,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,147.5,21.475,21.202,45.48,0.99,-2.41,14.28,14.89,17.1,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,150,21.5,21.226,35.78,0.85,-2.25,8.53,8.9,10.29,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,5,A,152.5,21.525,21.25,8.06,0.94,-2.08,0.87,0.89,1.11,,,4/10/2019 5:01,QEPRO-QEP02181,SHMSL,SHLF9854881,113651261,,,
382,U1536,A,3,H,6,A,2.5,21.535,21.26,35.32,0.74,-2.5,8.3,8.66,10.11,49080961,49080971,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,5,21.56,21.284,45.09,0.89,-3.62,13.99,14.61,17.36,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,7.5,21.585,21.308,42.99,0.61,-3.09,12.56,13.15,15.45,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,10,21.61,21.332,42.37,0.39,-2.78,12.14,12.74,14.84,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,12.5,21.635,21.356,41.8,0.3,-0.46,11.78,12.37,13.47,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,15,21.66,21.381,41.67,0.38,-1.45,11.71,12.29,13.78,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,17.5,21.685,21.405,41.27,0.72,-0.57,11.51,12.03,13.14,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,20,21.71,21.429,42.61,0.58,-0.2,12.31,12.9,13.93,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,22.5,21.735,21.453,43.65,0.8,-0.82,13.02,13.6,14.96,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,25,21.76,21.477,42.83,0.75,-0.28,12.48,13.05,14.12,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,27.5,21.785,21.501,39.84,0.37,-5.07,10.63,11.15,13.97,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,30,21.81,21.525,42.02,0.32,-4.94,11.91,12.51,15.53,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,32.5,21.835,21.549,38.61,0.19,-2.8,9.92,10.43,12.23,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,35,21.86,21.573,39.71,0.03,-3.23,10.51,11.08,13.13,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,37.5,21.885,21.597,39.47,-0.01,-2.15,10.37,10.93,12.55,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,40,21.91,21.621,39.61,0.27,-2.26,10.48,11.02,12.69,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,42.5,21.935,21.645,42.14,0.64,-0.91,12.03,12.59,13.89,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,45,21.96,21.669,42.22,0.46,-4.14,12.06,12.65,15.33,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,47.5,21.985,21.694,41.09,0.38,-3.06,11.35,11.92,14.03,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,50,22.01,21.718,40.06,0.25,-2.28,10.74,11.29,13,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,52.5,22.035,21.742,40.19,0.17,-2.86,10.8,11.37,13.32,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,55,22.06,21.766,40.28,0.11,-2.25,10.84,11.42,13.14,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,57.5,22.085,21.79,40.45,0.27,-2.19,10.96,11.52,13.23,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,60,22.11,21.814,39.53,-0.02,-1.75,10.4,10.97,12.44,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,62.5,22.135,21.838,39.16,-0.01,-2.16,10.2,10.75,12.35,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,65,22.16,21.862,34.77,-0.39,-1.77,7.91,8.38,9.56,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,67.5,22.185,21.886,37.73,-0.93,-2.26,9.31,9.94,11.47,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,70,22.21,21.91,38.9,0.16,-2.12,10.07,10.6,12.17,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,72.5,22.235,21.934,36.18,0.54,-0.89,8.69,9.1,10.07,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,75,22.26,21.959,38.52,0.21,-2.03,9.87,10.38,11.89,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,77.5,22.285,21.983,38,0.16,-2.36,9.59,10.09,11.68,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,80,22.31,22.007,39.19,0,-1.67,10.22,10.77,12.19,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,82.5,22.335,22.031,38.32,0.14,-1.88,9.76,10.27,11.71,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,85,22.36,22.055,37.93,0.53,-2.42,9.59,10.05,11.66,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
382,U1536,A,3,H,6,A,87.5,22.385,22.079,39.54,0.51,-1.56,10.47,10.97,12.37,,,4/10/2019 5:14,QEPRO-QEP02181,SHMSL,SHLF9854911,113651581,,,
