Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Bulk density (GRA),Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,2,H,5,,117.5,11.675,11.372,1.189,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,120,11.7,11.396,1.177,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,122.5,11.725,11.42,1.185,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,125,11.75,11.444,1.179,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,127.5,11.775,11.467,1.182,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,130,11.8,11.491,1.186,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,132.5,11.825,11.515,1.181,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,135,11.85,11.539,1.204,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,137.5,11.875,11.563,1.194,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,140,11.9,11.587,1.192,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,142.5,11.925,11.611,1.197,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,145,11.95,11.635,1.208,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,147.5,11.975,11.659,1.182,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,6,,2.5,12.025,11.707,1.22,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,5,12.05,11.731,1.177,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,7.5,12.075,11.755,1.176,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,10,12.1,11.779,1.206,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,12.5,12.125,11.803,1.208,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,15,12.15,11.827,1.186,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,17.5,12.175,11.851,1.187,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,20,12.2,11.874,1.185,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,22.5,12.225,11.898,1.206,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,25,12.25,11.922,1.184,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,27.5,12.275,11.946,1.198,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,30,12.3,11.97,1.22,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,32.5,12.325,11.994,1.204,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,35,12.35,12.018,1.218,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,37.5,12.375,12.042,1.2,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,40,12.4,12.066,1.226,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,42.5,12.425,12.09,1.221,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,45,12.45,12.114,1.216,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,47.5,12.475,12.138,1.231,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,50,12.5,12.162,1.219,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,52.5,12.525,12.186,1.218,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,55,12.55,12.21,1.214,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,57.5,12.575,12.233,1.235,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,60,12.6,12.257,1.22,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,62.5,12.625,12.281,1.221,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,65,12.65,12.305,1.228,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,67.5,12.675,12.329,1.207,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,70,12.7,12.353,1.195,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,72.5,12.725,12.377,1.229,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,75,12.75,12.401,1.239,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,77.5,12.775,12.425,1.218,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,80,12.8,12.449,1.219,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,82.5,12.825,12.473,1.227,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,85,12.85,12.497,1.224,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,87.5,12.875,12.521,1.231,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,90,12.9,12.545,1.23,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,92.5,12.925,12.569,1.216,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,95,12.95,12.592,1.218,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,97.5,12.975,12.616,1.215,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,100,13,12.64,1.192,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,102.5,13.025,12.664,1.2,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,105,13.05,12.688,1.206,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,107.5,13.075,12.712,1.219,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,110,13.1,12.736,1.219,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,112.5,13.125,12.76,1.206,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,115,13.15,12.784,1.206,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,117.5,13.175,12.808,1.233,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,120,13.2,12.832,1.233,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,122.5,13.225,12.856,1.239,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,125,13.25,12.88,1.245,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,127.5,13.275,12.904,1.231,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,130,13.3,12.928,1.232,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,132.5,13.325,12.951,1.243,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,135,13.35,12.975,1.239,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,137.5,13.375,12.999,1.222,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,140,13.4,13.023,1.233,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,142.5,13.425,13.047,1.248,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,145,13.45,13.071,1.205,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,6,,147.5,13.475,13.095,1.34,4/10/2019 0:24,ORTEC-DIGIBASE-???,WRMSL,SECT9854431,113643791,,,
382,U1536,A,2,H,7,,4.6,13.546,13.163,1.264,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,7.1,13.571,13.187,1.278,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,9.6,13.596,13.211,1.302,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,12.1,13.621,13.235,1.254,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,14.6,13.646,13.259,1.286,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,17.1,13.671,13.283,1.269,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,19.6,13.696,13.307,1.291,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,22.1,13.721,13.331,1.277,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,24.6,13.746,13.355,1.269,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,27.1,13.771,13.379,1.297,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,29.6,13.796,13.403,1.31,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,32.1,13.821,13.426,1.317,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,34.6,13.846,13.45,1.309,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,37.1,13.871,13.474,1.275,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,39.6,13.896,13.498,1.296,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,42.1,13.921,13.522,1.289,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,44.6,13.946,13.546,1.296,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,47.1,13.971,13.57,1.261,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,49.6,13.996,13.594,1.286,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,52.1,14.021,13.618,1.299,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,54.6,14.046,13.642,1.286,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,57.1,14.071,13.666,1.282,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,59.6,14.096,13.69,1.288,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,62.1,14.121,13.714,1.313,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,64.6,14.146,13.738,1.334,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,67.1,14.171,13.762,1.305,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,69.6,14.196,13.786,1.253,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,2,H,7,,72.1,14.221,13.81,1.231,4/10/2019 0:28,ORTEC-DIGIBASE-???,WRMSL,SECT9854461,113643831,,,
382,U1536,A,3,H,1,,2.5,14.025,14.024,1.171,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,5,14.05,14.048,1.334,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,7.5,14.075,14.072,1.456,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,10,14.1,14.096,1.481,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,12.5,14.125,14.12,1.463,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,15,14.15,14.145,1.453,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,17.5,14.175,14.169,1.48,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,20,14.2,14.193,1.449,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,22.5,14.225,14.217,1.453,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,25,14.25,14.241,1.444,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,27.5,14.275,14.265,1.43,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,30,14.3,14.289,1.422,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,32.5,14.325,14.313,1.413,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,35,14.35,14.337,1.42,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,37.5,14.375,14.361,1.408,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,40,14.4,14.385,1.408,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,42.5,14.425,14.409,1.424,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,45,14.45,14.434,1.43,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,47.5,14.475,14.458,1.436,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,50,14.5,14.482,1.409,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,52.5,14.525,14.506,1.443,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,55,14.55,14.53,1.442,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,57.5,14.575,14.554,1.445,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,60,14.6,14.578,1.461,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,62.5,14.625,14.602,1.471,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,65,14.65,14.626,1.477,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,67.5,14.675,14.65,1.511,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,70,14.7,14.674,1.497,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,72.5,14.725,14.698,1.481,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,75,14.75,14.723,1.482,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,77.5,14.775,14.747,1.449,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,80,14.8,14.771,1.465,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,82.5,14.825,14.795,1.447,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,85,14.85,14.819,1.48,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,87.5,14.875,14.843,1.461,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,90,14.9,14.867,1.464,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,92.5,14.925,14.891,1.445,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,95,14.95,14.915,1.456,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,97.5,14.975,14.939,1.409,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,100,15,14.963,1.374,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,102.5,15.025,14.987,1.38,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,105,15.05,15.011,1.392,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,107.5,15.075,15.036,1.368,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,110,15.1,15.06,1.362,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,112.5,15.125,15.084,1.348,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,115,15.15,15.108,1.341,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,117.5,15.175,15.132,1.391,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,120,15.2,15.156,1.395,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,122.5,15.225,15.18,1.375,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,125,15.25,15.204,1.348,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,127.5,15.275,15.228,1.333,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,130,15.3,15.252,1.345,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,132.5,15.325,15.276,1.356,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,135,15.35,15.3,1.357,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,137.5,15.375,15.325,1.362,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,140,15.4,15.349,1.337,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,142.5,15.425,15.373,1.353,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,145,15.45,15.397,1.337,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,1,,147.5,15.475,15.421,1.362,4/10/2019 0:37,ORTEC-DIGIBASE-???,WRMSL,SECT9854741,113644601,,,
382,U1536,A,3,H,2,,2.5,15.525,15.469,1.387,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,5,15.55,15.493,1.359,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,7.5,15.575,15.517,1.388,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,10,15.6,15.541,1.354,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,12.5,15.625,15.565,1.321,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,15,15.65,15.59,1.313,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,17.5,15.675,15.614,1.284,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,20,15.7,15.638,1.333,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,22.5,15.725,15.662,1.334,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,25,15.75,15.686,1.34,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,27.5,15.775,15.71,1.343,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,30,15.8,15.734,1.375,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,32.5,15.825,15.758,1.353,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,35,15.85,15.782,1.351,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,37.5,15.875,15.806,1.365,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,40,15.9,15.83,1.376,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,42.5,15.925,15.854,1.412,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,45,15.95,15.879,1.416,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,47.5,15.975,15.903,1.415,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,50,16,15.927,1.416,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
382,U1536,A,3,H,2,,52.5,16.025,15.951,1.417,4/10/2019 0:54,ORTEC-DIGIBASE-???,WRMSL,SECT9854771,113644781,,,
