Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),Bulk density (GRA),Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,2,H,2,,112.2,7.122,7.011,0.849,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,114.7,7.147,7.035,0.52,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,117.2,7.172,7.059,0.384,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,119.7,7.197,7.083,1.182,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,122.2,7.222,7.107,1.189,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,124.7,7.247,7.131,1.185,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,127.2,7.272,7.155,1.176,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,129.7,7.297,7.179,1.181,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,129.7,7.297,7.179,1.191,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,132.2,7.322,7.203,1.18,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,134.7,7.347,7.227,1.181,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,137.2,7.372,7.25,1.196,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,139.7,7.397,7.274,1.197,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,142.2,7.422,7.298,1.187,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,144.7,7.447,7.322,1.179,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,2,,147.2,7.472,7.346,1.198,4/10/2019 0:03,ORTEC-DIGIBASE-???,WRMSL,SECT9854311,113643361,,,
382,U1536,A,2,H,3,,2.4,7.524,7.396,1.111,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,4.9,7.549,7.42,1.183,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,7.4,7.574,7.444,1.183,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,9.9,7.599,7.468,1.164,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,12.4,7.624,7.492,1.162,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,14.9,7.649,7.516,1.183,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,17.4,7.674,7.54,1.157,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,19.9,7.699,7.564,1.161,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,22.4,7.724,7.588,1.148,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,24.9,7.749,7.612,1.148,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,27.4,7.774,7.635,1.145,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,29.9,7.799,7.659,1.154,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,32.4,7.824,7.683,1.159,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,34.9,7.849,7.707,1.184,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,37.4,7.874,7.731,1.173,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,39.9,7.899,7.755,1.174,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,42.4,7.924,7.779,1.183,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,44.9,7.949,7.803,1.19,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,47.4,7.974,7.827,1.196,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,49.9,7.999,7.851,1.19,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,52.4,8.024,7.875,1.202,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,54.9,8.049,7.899,1.181,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,57.4,8.074,7.923,1.2,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,59.9,8.099,7.947,1.193,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,62.4,8.124,7.971,1.19,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,64.9,8.149,7.995,1.174,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,67.4,8.174,8.019,1.176,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,69.9,8.199,8.043,1.189,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,72.4,8.224,8.067,1.176,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,74.9,8.249,8.091,1.182,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,77.4,8.274,8.114,1.193,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,79.9,8.299,8.138,1.202,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,82.4,8.324,8.162,1.189,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,84.9,8.349,8.186,1.193,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,87.4,8.374,8.21,1.198,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,89.9,8.399,8.234,1.203,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,92.4,8.424,8.258,1.175,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,94.9,8.449,8.282,1.186,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,97.4,8.474,8.306,1.198,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,99.9,8.499,8.33,1.208,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,102.4,8.524,8.354,1.226,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,104.9,8.549,8.378,1.228,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,107.4,8.574,8.402,1.229,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,109.9,8.599,8.426,1.203,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,112.4,8.624,8.45,1.22,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,114.9,8.649,8.474,1.211,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,117.4,8.674,8.498,1.218,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,119.9,8.699,8.522,1.204,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,122.4,8.724,8.546,1.199,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,124.9,8.749,8.57,1.185,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,127.4,8.774,8.593,1.177,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,129.9,8.799,8.617,1.16,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,132.4,8.824,8.641,1.161,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,134.9,8.849,8.665,1.166,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,137.4,8.874,8.689,1.177,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,139.9,8.899,8.713,1.172,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,142.4,8.924,8.737,1.162,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,144.9,8.949,8.761,1.146,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,3,,147.4,8.974,8.785,1.213,4/10/2019 0:09,ORTEC-DIGIBASE-???,WRMSL,SECT9854341,113643411,,,
382,U1536,A,2,H,4,,2.4,9.024,8.833,1.153,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,4.9,9.049,8.857,1.178,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,7.4,9.074,8.881,1.186,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,9.9,9.099,8.905,1.193,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,12.4,9.124,8.929,1.207,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,14.9,9.149,8.953,1.202,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,17.4,9.174,8.977,1.236,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,19.9,9.199,9.001,1.272,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,22.4,9.224,9.024,1.29,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,24.9,9.249,9.048,1.303,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,27.4,9.274,9.072,1.264,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,29.9,9.299,9.096,1.288,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,32.4,9.324,9.12,1.277,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,34.9,9.349,9.144,1.296,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,37.4,9.374,9.168,1.26,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,39.9,9.399,9.192,1.267,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,42.4,9.424,9.216,1.268,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,44.9,9.449,9.24,1.23,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,47.4,9.474,9.264,1.202,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,49.9,9.499,9.288,1.191,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,52.4,9.524,9.312,1.2,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,54.9,9.549,9.336,1.206,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,57.4,9.574,9.36,1.186,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,59.9,9.599,9.383,1.189,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,62.4,9.624,9.407,1.184,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,64.9,9.649,9.431,1.189,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,67.4,9.674,9.455,1.18,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,69.9,9.699,9.479,1.182,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,72.4,9.724,9.503,1.176,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,74.9,9.749,9.527,1.167,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,77.4,9.774,9.551,1.177,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,79.9,9.799,9.575,1.155,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,82.4,9.824,9.599,1.186,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,84.9,9.849,9.623,1.182,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,87.4,9.874,9.647,1.179,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,89.9,9.899,9.671,1.174,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,92.4,9.924,9.695,1.175,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,94.9,9.949,9.719,1.168,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,97.4,9.974,9.742,1.165,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,99.9,9.999,9.766,1.162,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,102.4,10.024,9.79,1.19,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,104.9,10.049,9.814,1.189,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,107.4,10.074,9.838,1.171,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,109.9,10.099,9.862,1.167,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,112.4,10.124,9.886,1.172,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,114.9,10.149,9.91,1.16,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,117.4,10.174,9.934,1.173,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,119.9,10.199,9.958,1.17,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,122.4,10.224,9.982,1.168,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,124.9,10.249,10.006,1.147,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,127.4,10.274,10.03,1.154,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,129.9,10.299,10.054,1.155,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,132.4,10.324,10.078,1.153,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,134.9,10.349,10.101,1.172,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,137.4,10.374,10.125,1.174,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,139.9,10.399,10.149,1.176,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,4,,142.4,10.424,10.173,1.198,4/10/2019 0:15,ORTEC-DIGIBASE-???,WRMSL,SECT9854371,113643451,,,
382,U1536,A,2,H,5,,2.5,10.525,10.27,0.895,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,5,10.55,10.294,1.043,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,7.5,10.575,10.318,0.994,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,10,10.6,10.342,1.153,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,12.5,10.625,10.366,1.166,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,15,10.65,10.39,1.184,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,17.5,10.675,10.414,1.183,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,20,10.7,10.438,1.185,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,22.5,10.725,10.462,1.188,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,25,10.75,10.486,1.198,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,27.5,10.775,10.509,1.189,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,30,10.8,10.533,1.204,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,32.5,10.825,10.557,1.179,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,35,10.85,10.581,1.185,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,37.5,10.875,10.605,1.192,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,40,10.9,10.629,1.177,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,42.5,10.925,10.653,1.173,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,45,10.95,10.677,1.183,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,47.5,10.975,10.701,1.178,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,50,11,10.725,1.168,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,52.5,11.025,10.749,1.19,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,55,11.05,10.773,1.176,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,57.5,11.075,10.797,1.158,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,60,11.1,10.821,1.182,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,62.5,11.125,10.845,1.181,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,65,11.15,10.869,1.174,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,67.5,11.175,10.893,1.175,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,70,11.2,10.917,1.174,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,72.5,11.225,10.941,1.192,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,75,11.25,10.965,1.192,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,77.5,11.275,10.988,1.194,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,80,11.3,11.012,1.197,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,82.5,11.325,11.036,1.192,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,85,11.35,11.06,1.208,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,87.5,11.375,11.084,1.2,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,90,11.4,11.108,1.192,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,92.5,11.425,11.132,1.193,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,95,11.45,11.156,1.188,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,97.5,11.475,11.18,1.203,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,100,11.5,11.204,1.185,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,102.5,11.525,11.228,1.177,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,105,11.55,11.252,1.182,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,107.5,11.575,11.276,1.175,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,110,11.6,11.3,1.178,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,112.5,11.625,11.324,1.156,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
382,U1536,A,2,H,5,,115,11.65,11.348,1.183,4/10/2019 0:45,ORTEC-DIGIBASE-???,WRMSL,SECT9854401,113644681,,,
