Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth,Depth CSF-B (m),MS,Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1537,A,2,H,4,,16.5,7.165,7.059,8.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,19,7.19,7.084,7.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,21.5,7.215,7.108,6.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,24,7.24,7.133,6.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,26.5,7.265,7.157,5.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,29,7.29,7.181,5.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,31.5,7.315,7.206,6,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,34,7.34,7.23,6.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,36.5,7.365,7.255,6,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,39,7.39,7.279,6.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,41.5,7.415,7.304,7,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,44,7.44,7.328,7.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,46.5,7.465,7.352,7.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,49,7.49,7.377,7.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,51.5,7.515,7.401,7.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,54,7.54,7.426,7,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,56.5,7.565,7.45,7.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,59,7.59,7.475,7.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,61.5,7.615,7.499,7.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,64,7.64,7.523,8,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,66.5,7.665,7.548,9,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,69,7.69,7.572,9.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,71.5,7.715,7.597,10.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,74,7.74,7.621,11,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,76.5,7.765,7.646,12.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,79,7.79,7.67,13,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,81.5,7.815,7.695,12.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,84,7.84,7.719,12,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,86.5,7.865,7.743,11.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,89,7.89,7.768,10.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,91.5,7.915,7.792,11.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,94,7.94,7.817,14,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,96.5,7.965,7.841,14.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,99,7.99,7.866,14.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,101.5,8.015,7.89,13,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,104,8.04,7.914,13,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,106.5,8.065,7.939,13.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,109,8.09,7.963,14,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,111.5,8.115,7.988,15.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,114,8.14,8.012,16.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,116.5,8.165,8.037,16.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,119,8.19,8.061,17.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,121.5,8.215,8.085,17.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,124,8.24,8.11,17.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,126.5,8.265,8.134,18.33,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,129,8.29,8.159,17,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,131.5,8.315,8.183,19,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,134,8.34,8.208,21.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,136.5,8.365,8.232,21,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,139,8.39,8.256,19.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,4,,141.5,8.415,8.281,19.67,4/27/2019 16:56,MS2C-695,WRMSL,SECT9921871,114063101,,,
382,U1537,A,2,H,5,,3.6,8.536,8.399,38.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,6.1,8.561,8.424,48,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,8.6,8.586,8.448,58.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,11.1,8.611,8.473,67.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,13.6,8.636,8.497,75.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,16.1,8.661,8.521,82,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,18.6,8.686,8.546,82.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,21.1,8.711,8.57,81.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,23.6,8.736,8.595,82.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,26.1,8.761,8.619,85.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,28.6,8.786,8.644,87,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,31.1,8.811,8.668,88,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,33.6,8.836,8.693,88,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,36.1,8.861,8.717,88.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,38.6,8.886,8.742,88.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,41.1,8.911,8.766,87.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,43.6,8.936,8.79,88.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,46.1,8.961,8.815,90.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,48.6,8.986,8.839,90.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,51.1,9.011,8.864,90.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,53.6,9.036,8.888,94.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,56.1,9.061,8.913,98,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,58.6,9.086,8.937,95.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,61.1,9.111,8.962,96.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,63.6,9.136,8.986,98.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,66.1,9.161,9.01,100,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,68.6,9.186,9.035,101,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,71.1,9.211,9.059,101,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,73.6,9.236,9.084,110.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,76.1,9.261,9.108,144.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,78.6,9.286,9.133,147,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,81.1,9.311,9.157,116,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,83.6,9.336,9.182,103.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,86.1,9.361,9.206,99.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,88.6,9.386,9.231,94.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,91.1,9.411,9.255,93,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,93.6,9.436,9.279,93.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,96.1,9.461,9.304,89.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,98.6,9.486,9.328,86.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,101.1,9.511,9.353,82.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,103.6,9.536,9.377,83.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,106.1,9.561,9.402,87.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,108.6,9.586,9.426,94.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,111.1,9.611,9.451,97.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,113.6,9.636,9.475,97.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,116.1,9.661,9.499,97.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,118.6,9.686,9.524,95.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,121.1,9.711,9.548,95.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,123.6,9.736,9.573,97.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,126.1,9.761,9.597,101,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,128.6,9.786,9.622,102.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,131.1,9.811,9.646,104.33,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,133.6,9.836,9.671,110.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,136.1,9.861,9.695,118,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,138.6,9.886,9.72,122,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,141.1,9.911,9.744,122.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,143.6,9.936,9.768,115.67,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,5,,146.1,9.961,9.793,105,4/27/2019 17:02,MS2C-695,WRMSL,SECT9921901,114063231,,,
382,U1537,A,2,H,6,,3.1,10.031,9.861,111.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,5.6,10.056,9.886,119.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,8.1,10.081,9.91,121.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,10.6,10.106,9.935,121.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,13.1,10.131,9.959,122,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,15.6,10.156,9.983,122.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,18.1,10.181,10.008,121.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,20.6,10.206,10.032,119.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,23.1,10.231,10.057,116.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,25.6,10.256,10.081,114,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,28.1,10.281,10.106,111,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,30.6,10.306,10.13,108,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,33.1,10.331,10.154,103.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,35.6,10.356,10.179,100,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,38.1,10.381,10.203,99,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,40.6,10.406,10.228,99.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,43.1,10.431,10.252,97.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,45.6,10.456,10.277,94.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,48.1,10.481,10.301,91.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,50.6,10.506,10.326,90.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,53.1,10.531,10.35,91,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,55.6,10.556,10.374,87.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,58.1,10.581,10.399,81.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,60.6,10.606,10.423,79,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,63.1,10.631,10.448,77,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,65.6,10.656,10.472,78,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,68.1,10.681,10.497,78.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,70.6,10.706,10.521,79.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,73.1,10.731,10.545,79.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,75.6,10.756,10.57,81.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,78.1,10.781,10.594,81.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,80.6,10.806,10.619,81.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,83.1,10.831,10.643,76.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,85.6,10.856,10.668,72.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,88.1,10.881,10.692,68.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,90.6,10.906,10.716,66.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,93.1,10.931,10.741,65.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,95.6,10.956,10.765,65.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,98.1,10.981,10.79,66.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,100.6,11.006,10.814,68.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,103.1,11.031,10.839,69.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,105.6,11.056,10.863,71.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,108.1,11.081,10.887,74.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,110.6,11.106,10.912,78.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,113.1,11.131,10.936,83,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,115.6,11.156,10.961,88.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,118.1,11.181,10.985,93.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,120.6,11.206,11.01,98.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,123.1,11.231,11.034,99,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,125.6,11.256,11.059,100.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,128.1,11.281,11.083,100.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,130.6,11.306,11.107,98.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,133.1,11.331,11.132,98.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,135.6,11.356,11.156,98,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,138.1,11.381,11.181,94.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,140.6,11.406,11.205,88.67,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,143.1,11.431,11.23,86.33,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,145.6,11.456,11.254,89,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,6,,148.1,11.481,11.278,82,4/27/2019 17:10,MS2C-695,WRMSL,SECT9921931,114063291,,,
382,U1537,A,2,H,7,,2.7,11.527,11.323,74.67,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,5.2,11.552,11.348,70.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,7.7,11.577,11.372,70.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,10.2,11.602,11.397,65.67,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,12.7,11.627,11.421,62.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,15.2,11.652,11.446,62.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,17.7,11.677,11.47,65.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,20.2,11.702,11.494,72.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,22.7,11.727,11.519,80,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,25.2,11.752,11.543,86.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,27.7,11.777,11.568,86.67,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,30.2,11.802,11.592,82.67,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,32.7,11.827,11.616,78.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,35.2,11.852,11.641,77.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,37.7,11.877,11.665,78,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,40.2,11.902,11.69,78.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,42.7,11.927,11.714,77,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,45.2,11.952,11.739,74.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,47.7,11.977,11.763,69.67,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,50.2,12.002,11.787,65,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,52.7,12.027,11.812,58.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,55.2,12.052,11.836,49,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,2,H,7,,57.7,12.077,11.861,31.33,4/27/2019 17:13,MS2C-695,WRMSL,SECT9921961,114063331,,,
382,U1537,A,3,H,1,,2.5,12.025,12.024,39,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,5,12.05,12.048,34.33,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,7.5,12.075,12.072,30.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,10,12.1,12.096,30,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,12.5,12.125,12.12,28.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,15,12.15,12.144,28.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,17.5,12.175,12.168,28.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,20,12.2,12.192,30.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,22.5,12.225,12.216,34.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,25,12.25,12.24,41,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,27.5,12.275,12.264,44.33,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
382,U1537,A,3,H,1,,30,12.3,12.288,52.67,4/27/2019 18:23,MS2C-695,WRMSL,SECT9922331,114063951,,,
