Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),R,G,B,Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,3,H,6,A,43,21.94,21.65,112.1,109.3,108.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,45,21.96,21.669,112.5,109.8,109.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,47,21.98,21.689,112.2,109.6,108.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,49,22,21.708,111.6,108.9,108.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,51,22.02,21.727,111.3,108.6,108.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,53,22.04,21.747,111.3,109.1,108.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,55,22.06,21.766,111.7,109.3,108.5,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,57,22.08,21.785,110.7,108.5,107.7,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,59,22.1,21.804,109,107.2,106.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,61,22.12,21.824,107.9,106.2,105.3,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,63,22.14,21.843,102.9,101.8,100.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,65,22.16,21.862,92.3,92.5,90.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,67,22.18,21.881,100.8,100.1,98.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,69,22.2,21.901,105,103.6,102.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,71,22.22,21.92,101.8,100.9,99.5,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,73,22.24,21.939,109.3,106.7,106,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,75,22.26,21.959,108.9,106.5,105.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,77,22.28,21.978,108.7,106.1,105.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,79,22.3,21.997,108.4,106.1,104.7,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,81,22.32,22.016,107.5,105.2,103.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,83,22.34,22.036,106.7,104.3,103,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,85,22.36,22.055,107.7,104.5,103.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,87,22.38,22.074,106.4,103.6,102.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,89,22.4,22.093,106.1,103.1,101.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,91,22.42,22.113,106.8,104,102.5,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,93,22.44,22.132,107.4,104.6,102.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,95,22.46,22.151,107.3,104.7,103.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,97,22.48,22.17,106.5,103.9,102.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,99,22.5,22.19,105.5,102.8,101.7,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,101,22.52,22.209,105.3,102.7,101.5,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,103,22.54,22.228,104.7,102.2,100.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,105,22.56,22.248,105.6,102.7,101.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,107,22.58,22.267,103.8,101,99.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,109,22.6,22.286,102.8,100.2,99,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,111,22.62,22.305,102.9,100.2,99.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,113,22.64,22.325,103.7,100.9,99.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,115,22.66,22.344,103.9,101.1,99.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,117,22.68,22.363,104.3,101.4,100.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,119,22.7,22.382,103.4,100.6,99.7,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,121,22.72,22.402,103.4,100.7,99.7,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,123,22.74,22.421,104.9,102.2,101.3,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,125,22.76,22.44,105.2,102.6,101.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,127,22.78,22.459,104.8,102.1,101.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,129,22.8,22.479,106.1,103.7,102.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,131,22.82,22.498,106.2,103.6,102.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,133,22.84,22.517,107.8,105,104.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,135,22.86,22.537,108.6,105.9,105,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,137,22.88,22.556,109.4,106.6,105.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,139,22.9,22.575,111.6,108.7,108,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,141,22.92,22.594,110.6,107.9,107.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,143,22.94,22.614,112.1,109.3,108.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,145,22.96,22.633,112.1,109.3,109,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,147,22.98,22.652,110.7,107.6,107.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,149,23,22.671,96.5,93.9,92.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,7,A,1,23.02,22.691,82.7,81.2,79.8,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,3,23.04,22.71,109.5,106.8,104.9,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,5,23.06,22.729,111,108.2,106.8,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,7,23.08,22.748,110.8,108.1,107,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,9,23.1,22.768,112.1,108.8,107.4,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,11,23.12,22.787,111.2,108.1,106.1,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,13,23.14,22.806,111.6,108.1,105.4,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,15,23.16,22.825,110.6,107.3,104.1,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,17,23.18,22.845,109.2,105.9,103.7,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,19,23.2,22.864,109.8,107.3,106.3,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,21,23.22,22.883,110,108,107,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,23,23.24,22.903,109.2,107,106.1,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,25,23.26,22.922,109.4,107.5,106.6,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,27,23.28,22.941,109.9,108.1,107.2,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,29,23.3,22.96,110.5,108,106.7,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,31,23.32,22.98,111.1,108.5,108.1,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,33,23.34,22.999,111.2,108.4,107.4,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,35,23.36,23.018,111.3,108.4,107.1,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,37,23.38,23.037,111.9,109,108,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,39,23.4,23.057,110.6,108.2,107.5,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,41,23.42,23.076,109.1,106.9,106.2,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,43,23.44,23.095,104.6,100.7,96.8,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,45,23.46,23.114,105.4,100.7,95.8,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,47,23.48,23.134,105.8,101,96.2,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,49,23.5,23.153,109.1,104.4,99.7,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,51,23.52,23.172,105,100.2,95.1,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,53,23.54,23.192,104.5,99.6,94.3,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,55,23.56,23.211,106.1,101,95.5,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,57,23.58,23.23,107,102,96.6,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,59,23.6,23.249,106.6,101.6,96.3,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,61,23.62,23.269,105.5,100.7,95.4,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,63,23.64,23.288,105.2,100.6,95.2,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,3,H,7,A,65,23.66,23.307,106.6,101.8,96.8,4/10/2019 4:23,CV-L107C-L170542B,SHIL,SHLF9854941,113649751,,,
382,U1536,A,4,H,1,A,1,23.51,23.509,80.9,77.8,74.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,3,23.53,23.528,104.7,100.7,96.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,5,23.55,23.547,104.5,101,97.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,7,23.57,23.566,103.8,99.1,94.8,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,9,23.59,23.585,104.7,100.4,96.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,11,23.61,23.604,105.2,101.2,96.8,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,13,23.63,23.623,103.8,99.7,94.8,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,15,23.65,23.641,104,100.1,95,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,17,23.67,23.66,104,100.1,95,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,19,23.69,23.679,104.3,100.2,95.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,21,23.71,23.698,104.4,100.1,95.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,23,23.73,23.717,100,96.7,92.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,25,23.75,23.736,99.2,96.5,92.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,27,23.77,23.755,102.2,97.7,92.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,29,23.79,23.773,104.5,100,95,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,31,23.81,23.792,106,101.8,97.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,33,23.83,23.811,103.1,99.4,94.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,35,23.85,23.83,95.6,92.2,86.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,37,23.87,23.849,96,92.8,87.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,39,23.89,23.868,102.9,99,93.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,41,23.91,23.886,104.8,100.3,94.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,43,23.93,23.905,101,97,91.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,45,23.95,23.924,98.6,94.7,89.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,47,23.97,23.943,99.4,95.3,89.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,49,23.99,23.962,99.8,95.8,90.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,51,24.01,23.981,97.4,94.6,89.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,53,24.03,24,95,91.5,85.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,55,24.05,24.018,102.4,98.2,92.8,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,57,24.07,24.037,104.9,100.2,94.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,59,24.09,24.056,103.8,99.6,94.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,61,24.11,24.075,102.8,99.2,94.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,63,24.13,24.094,103,99.5,94.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,65,24.15,24.113,101.2,97.6,92.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,67,24.17,24.132,102.9,99.3,94.5,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,69,24.19,24.15,103.7,100.2,96.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,71,24.21,24.169,99.6,95.7,91.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,73,24.23,24.188,100,96.5,92.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,75,24.25,24.207,104.1,100,95.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,77,24.27,24.226,102.7,98.5,93.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,79,24.29,24.245,104.1,99.6,94.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,81,24.31,24.264,102.6,98.4,93.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,83,24.33,24.282,102.2,97.8,93.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,85,24.35,24.301,102.2,98.1,93.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,87,24.37,24.32,102,98.1,93.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,89,24.39,24.339,100.7,96.1,91.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,91,24.41,24.358,101.7,97.3,92.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,93,24.43,24.377,100.9,96.7,91.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,95,24.45,24.396,100.6,96.4,91.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,97,24.47,24.414,100.4,96.1,91.5,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,99,24.49,24.433,101.2,96.5,91.5,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,101,24.51,24.452,100.1,95.5,90,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,103,24.53,24.471,101.3,96.7,91.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,105,24.55,24.49,101,96.1,90.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,107,24.57,24.509,100.1,95,89.5,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,109,24.59,24.528,99.5,94.8,89.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,111,24.61,24.546,101.9,97.3,92.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,113,24.63,24.565,97.6,92.9,87.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,115,24.65,24.584,98.4,93.7,87.8,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,117,24.67,24.603,100.4,97.1,92.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,119,24.69,24.622,98.3,95.6,90.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,121,24.71,24.641,100.3,95.8,90.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,123,24.73,24.659,102.5,98.3,93.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,125,24.75,24.678,100.2,95.5,90.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,127,24.77,24.697,102.4,97.4,92.2,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,129,24.79,24.716,102.2,97.1,91,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,131,24.81,24.735,101.7,96.1,89.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,133,24.83,24.754,99.8,94.6,88.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,135,24.85,24.773,98.2,93,86.7,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,137,24.87,24.791,98.8,93.6,87.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,139,24.89,24.81,98.6,93.2,86.9,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,141,24.91,24.829,97.1,91.6,85.6,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,143,24.93,24.848,97.5,92,86.1,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,145,24.95,24.867,90.7,85.5,79.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,147,24.97,24.886,92.9,87.4,81.4,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
382,U1536,A,4,H,1,A,149,24.99,24.905,69.9,65.9,62.3,4/10/2019 6:09,CV-L107C-L170542B,SHIL,SHLF9855221,113651941,,,
