Exp,Site,Hole,Core,Type,Sect,A/W,Offset (cm),Depth CSF-A (m),Depth CSF-B (m),R,G,B,Timestamp (UTC),Instrument,Instrument group,Text ID,Test No.,Sample comments,Test comments,Result comments
382,U1536,A,3,H,3,A,149,18.49,18.326,93.6,88.9,83.2,4/10/2019 4:10,CV-L107C-L170542B,SHIL,SHLF9854821,113649511,,,
382,U1536,A,3,H,4,A,1,18.51,18.346,83.9,80.5,75.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,3,18.53,18.365,102.6,97.4,89.5,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,5,18.55,18.384,104,98.6,91.2,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,7,18.57,18.403,105.8,100.3,93.2,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,9,18.59,18.423,106.8,101.3,94.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,11,18.61,18.442,108.2,102.8,96,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,13,18.63,18.461,109,103.5,96.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,15,18.65,18.48,107.8,102.5,95.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,17,18.67,18.5,112,106.6,100.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,19,18.69,18.519,111.7,106.3,99.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,21,18.71,18.538,111.9,106.5,100,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,23,18.73,18.558,111.8,106.2,99.6,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,25,18.75,18.577,112,106.5,100.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,27,18.77,18.596,110.3,105,98.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,29,18.79,18.615,109.8,104.5,97.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,31,18.81,18.635,111.1,105.8,99.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,33,18.83,18.654,110.5,105.4,99.5,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,35,18.85,18.673,111.8,106.4,100.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,37,18.87,18.692,113,107.4,101.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,39,18.89,18.712,111.7,106.5,101,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,41,18.91,18.731,111.2,107.3,103.9,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,43,18.93,18.75,112.5,109.1,106.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,45,18.95,18.769,113.7,110.2,107.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,47,18.97,18.789,112.1,109.2,106.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,49,18.99,18.808,112.9,109.5,106.5,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,51,19.01,18.827,111.8,108.6,105.6,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,53,19.03,18.847,112.2,108.7,105.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,55,19.05,18.866,113.2,109.2,106.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,57,19.07,18.885,112.6,108.7,105.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,59,19.09,18.904,113.2,108.9,105.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,61,19.11,18.924,112.4,108.3,105.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,63,19.13,18.943,112.2,108.3,105.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,65,19.15,18.962,113.5,109.6,106.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,67,19.17,18.981,113.1,109.2,106.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,69,19.19,19.001,112.4,108.7,105.6,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,71,19.21,19.02,112,108.1,105.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,73,19.23,19.039,112.1,108.1,105,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,75,19.25,19.058,113.2,109.1,106.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,77,19.27,19.078,112.7,109,106.2,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,79,19.29,19.097,111.5,108,105.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,81,19.31,19.116,111.9,108,104.9,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,83,19.33,19.136,112.4,108.4,105.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,85,19.35,19.155,112.1,108.2,105,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,87,19.37,19.174,111.7,107.6,104.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,89,19.39,19.193,112.5,108.1,105,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,91,19.41,19.213,112.1,107.7,104.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,93,19.43,19.232,111.2,106.9,103.6,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,95,19.45,19.251,111.9,107.5,104.4,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,97,19.47,19.27,108.1,104.1,101,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,99,19.49,19.29,110.8,106.5,103.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,101,19.51,19.309,108.2,104.5,101.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,103,19.53,19.328,109,105.1,102.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,105,19.55,19.348,109.9,105.7,103,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,107,19.57,19.367,109.8,105.5,102.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,109,19.59,19.386,108.8,104.6,101.6,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,111,19.61,19.405,108.6,104.6,101.5,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,113,19.63,19.425,107.6,103.4,100.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,115,19.65,19.444,107.2,103,99.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,117,19.67,19.463,107.4,103.4,100,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,119,19.69,19.482,106.7,102.7,99.2,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,121,19.71,19.502,97.9,94.8,91.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,123,19.73,19.521,105.5,102.2,99.6,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,125,19.75,19.54,104.9,101.7,99.2,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,127,19.77,19.559,105.1,101.3,98.2,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,129,19.79,19.579,106.7,102.6,99.5,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,131,19.81,19.598,107,103,99.8,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,133,19.83,19.617,108.1,104.3,101.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,135,19.85,19.636,110.6,106.5,103.5,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,137,19.87,19.656,112.5,108.2,105,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,139,19.89,19.675,112,108,104.7,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,141,19.91,19.694,110.6,106.3,103,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,143,19.93,19.714,107.4,103.3,100,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,145,19.95,19.733,85.7,79.2,72.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,147,19.97,19.752,163.7,158.7,161.3,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,4,A,149,19.99,19.771,154.5,149.6,152.1,4/10/2019 4:20,CV-L107C-L170542B,SHIL,SHLF9854851,113649651,,,
382,U1536,A,3,H,5,A,1,20.01,19.791,94,90.7,86.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,3,20.03,19.81,108,104.1,98.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,5,20.05,19.829,105.7,102,96.8,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,7,20.07,19.848,107.3,103.3,98.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,9,20.09,19.868,107.8,104.1,99.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,11,20.11,19.887,108.5,104.3,99.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,13,20.13,19.906,108.4,104,99.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,15,20.15,19.926,107.5,102.6,97.4,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,17,20.17,19.945,108.4,104.3,100,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,19,20.19,19.964,105.9,103.1,98.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,21,20.21,19.983,106.6,103,98.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,23,20.23,20.003,106.7,102.3,97.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,25,20.25,20.022,108.7,104.2,99.8,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,27,20.27,20.041,108.7,103.9,99.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,29,20.29,20.06,107.4,102.4,96.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,31,20.31,20.08,107.3,102.4,96.4,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,33,20.33,20.099,107.3,103,97.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,35,20.35,20.118,107.9,104,99.4,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,37,20.37,20.138,106.8,103.7,99.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,39,20.39,20.157,107.6,104.1,100.1,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,41,20.41,20.176,108.5,104.1,99.8,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,43,20.43,20.195,109.3,104,98.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,45,20.45,20.215,107.5,102.8,97.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,47,20.47,20.234,107.6,103.8,99.4,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,49,20.49,20.253,110.1,106.3,102,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,51,20.51,20.272,110.5,106.3,102.1,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,53,20.53,20.292,108.6,104.8,100.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,55,20.55,20.311,109.7,105.4,101.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,57,20.57,20.33,109.9,105.5,101.1,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,59,20.59,20.35,110.7,106.3,101.8,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,61,20.61,20.369,110.7,106.2,101.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,63,20.63,20.388,111.4,106.8,102.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,65,20.65,20.407,112.4,107.2,102.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,67,20.67,20.427,111.8,106.2,100.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,69,20.69,20.446,111.2,105.9,100.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,71,20.71,20.465,112.5,107.1,101.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,73,20.73,20.484,111.6,106.6,101.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,75,20.75,20.504,110.9,106,100.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,77,20.77,20.523,109.7,105.3,100.4,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,79,20.79,20.542,112.2,107.3,102.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,81,20.81,20.561,113.4,108.5,103.8,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,83,20.83,20.581,112.6,107.8,103.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,85,20.85,20.6,113.6,109,104.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,87,20.87,20.619,113.9,109.3,104.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,89,20.89,20.639,114.7,109.7,105.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,91,20.91,20.658,114.2,109.3,104.8,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,93,20.93,20.677,111.5,107.7,103.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,95,20.95,20.696,112,107.9,103.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,97,20.97,20.716,109.4,105.5,100.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,99,20.99,20.735,109.2,103.8,98.4,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,101,21.01,20.754,109.4,105.6,100.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,103,21.03,20.773,108.9,104.7,99.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,105,21.05,20.793,109.4,104.7,99.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,107,21.07,20.812,110.6,105.6,100.1,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,109,21.09,20.831,110.9,105.9,100.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,111,21.11,20.851,111.5,106.4,100.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,113,21.13,20.87,111.1,106.1,100.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,115,21.15,20.889,108.9,104.1,98.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,117,21.17,20.908,109.8,105,99.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,119,21.19,20.928,109.2,104.5,99.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,121,21.21,20.947,109.9,105.2,100.3,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,123,21.23,20.966,109.6,104.6,99.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,125,21.25,20.985,110.3,105.4,100.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,127,21.27,21.005,108.8,103.9,99.1,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,129,21.29,21.024,108.8,104,99.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,131,21.31,21.043,109.7,104.8,99.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,133,21.33,21.063,112.5,107.5,102.5,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,135,21.35,21.082,112.2,107.5,102.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,137,21.37,21.101,110.1,105.4,100.9,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,139,21.39,21.12,109.9,105.1,100.6,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,141,21.41,21.14,108,103.5,99.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,143,21.43,21.159,108,103.5,99.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,145,21.45,21.178,104.4,99.9,95.2,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,147,21.47,21.197,104.9,100.4,95.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,5,A,149,21.49,21.217,101.7,97.3,92.7,4/10/2019 4:22,CV-L107C-L170542B,SHIL,SHLF9854881,113649691,,,
382,U1536,A,3,H,6,A,1,21.52,21.246,94,89.8,85.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,3,21.54,21.265,113.6,108.5,103.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,5,21.56,21.284,109.8,105.4,101,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,7,21.58,21.303,108.2,105.6,104.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,9,21.6,21.323,108.7,106.4,105.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,11,21.62,21.342,106.3,104.6,103.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,13,21.64,21.361,107.5,105.7,105.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,15,21.66,21.381,107.3,105.6,104.8,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,17,21.68,21.4,107.1,105.1,104.6,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,19,21.7,21.419,108.4,106.4,105.7,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,21,21.72,21.438,110.8,108.5,107.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,23,21.74,21.458,109.8,107.6,107,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,25,21.76,21.477,103,100.9,101.2,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,27,21.78,21.496,107.7,105.7,105,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,29,21.8,21.515,106.8,104.4,104.4,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,31,21.82,21.535,109.3,106.9,106.5,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,33,21.84,21.554,109.7,107.5,107,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,35,21.86,21.573,105.8,103.5,103.6,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,37,21.88,21.592,107.2,105,104.9,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,39,21.9,21.612,110.2,107.8,107.3,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
382,U1536,A,3,H,6,A,41,21.92,21.631,111.2,108.8,108.1,4/10/2019 4:31,CV-L107C-L170542B,SHIL,SHLF9854911,113649891,,,
