"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Sample comments","Test comments","Result comments"
"382","U1536","A","1","F","1","","32.5","0.325","0.323","6.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","35.0","0.350","0.348","6.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","37.5","0.375","0.372","6.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","40.0","0.400","0.397","6.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","42.5","0.425","0.422","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","45.0","0.450","0.447","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","47.5","0.475","0.472","5.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","50.0","0.500","0.497","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","52.5","0.525","0.521","5.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","55.0","0.550","0.546","5.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","57.5","0.575","0.571","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","60.0","0.600","0.596","5.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","62.5","0.625","0.621","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","65.0","0.650","0.646","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","67.5","0.675","0.670","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","70.0","0.700","0.695","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","72.5","0.725","0.720","5.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","75.0","0.750","0.745","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","77.5","0.775","0.770","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","80.0","0.800","0.795","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","82.5","0.825","0.819","5.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","85.0","0.850","0.844","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","87.5","0.875","0.869","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","90.0","0.900","0.894","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","92.5","0.925","0.919","5.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","95.0","0.950","0.944","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","97.5","0.975","0.968","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","100.0","1.000","0.993","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","100.0","1.000","0.993","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","102.5","1.025","1.018","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","105.0","1.050","1.043","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","107.5","1.075","1.068","4.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","110.0","1.100","1.093","5.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","112.5","1.125","1.117","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","115.0","1.150","1.142","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","117.5","1.175","1.167","5.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","120.0","1.200","1.192","4.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","122.5","1.225","1.217","3.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","125.0","1.250","1.242","3.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","127.5","1.275","1.266","2.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","130.0","1.300","1.291","3.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","132.5","1.325","1.316","3.33","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","135.0","1.350","1.341","3.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","137.5","1.375","1.366","2.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","140.0","1.400","1.391","2.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","142.5","1.425","1.415","2.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","145.0","1.450","1.440","3.00","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","147.5","1.475","1.465","2.67","2019-04-09 15:49:35","MS2C-695","WRMSL","SECT9853901","113639101","","",""
"382","U1536","A","1","F","1","","4.2","0.042","0.042","9.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","6.7","0.067","0.067","8.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","9.2","0.092","0.091","7.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","11.7","0.117","0.116","6.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","14.2","0.142","0.141","6.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","16.7","0.167","0.166","6.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","19.2","0.192","0.191","5.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","21.7","0.217","0.216","7.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","24.2","0.242","0.240","7.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","26.7","0.267","0.265","6.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","29.2","0.292","0.290","5.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","31.7","0.317","0.315","5.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","34.2","0.342","0.340","6.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","36.7","0.367","0.365","6.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","39.2","0.392","0.389","5.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","41.7","0.417","0.414","5.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","44.2","0.442","0.439","5.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","46.7","0.467","0.464","4.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","49.2","0.492","0.489","5.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","51.7","0.517","0.514","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","54.2","0.542","0.538","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","56.7","0.567","0.563","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","59.2","0.592","0.588","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","61.7","0.617","0.613","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","64.2","0.642","0.638","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","66.7","0.667","0.663","2.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","69.2","0.692","0.687","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","71.7","0.717","0.712","3.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","74.2","0.742","0.737","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","76.7","0.767","0.762","3.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","79.2","0.792","0.787","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","81.7","0.817","0.812","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","84.2","0.842","0.836","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","86.7","0.867","0.861","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","89.2","0.892","0.886","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","91.7","0.917","0.911","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","94.2","0.942","0.936","4.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","96.7","0.967","0.961","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","99.2","0.992","0.985","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","101.7","1.017","1.010","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","104.2","1.042","1.035","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","106.7","1.067","1.060","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","109.2","1.092","1.085","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","111.7","1.117","1.110","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","114.2","1.142","1.134","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","116.7","1.167","1.159","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","119.2","1.192","1.184","4.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","121.7","1.217","1.209","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","124.2","1.242","1.234","3.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","126.7","1.267","1.259","3.67","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","129.2","1.292","1.283","3.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","131.7","1.317","1.308","3.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","134.2","1.342","1.333","3.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","136.7","1.367","1.358","3.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","139.2","1.392","1.383","3.33","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","141.7","1.417","1.408","3.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","144.2","1.442","1.432","3.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","1","","146.7","1.467","1.457","3.00","2019-04-09 16:07:17","MS2C-695","WRMSL","SECT9853901","113639281","","",""
"382","U1536","A","1","F","2","","2.5","1.525","1.515","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","5.0","1.550","1.540","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","7.5","1.575","1.565","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","10.0","1.600","1.589","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","12.5","1.625","1.614","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","15.0","1.650","1.639","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","17.5","1.675","1.664","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","20.0","1.700","1.689","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","22.5","1.725","1.714","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","25.0","1.750","1.738","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","27.5","1.775","1.763","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","30.0","1.800","1.788","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","32.5","1.825","1.813","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","35.0","1.850","1.838","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","37.5","1.875","1.863","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","40.0","1.900","1.887","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","42.5","1.925","1.912","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","45.0","1.950","1.937","2.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","47.5","1.975","1.962","2.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","50.0","2.000","1.987","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","52.5","2.025","2.012","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","55.0","2.050","2.037","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","57.5","2.075","2.061","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","60.0","2.100","2.086","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","62.5","2.125","2.111","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","65.0","2.150","2.136","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","67.5","2.175","2.161","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","70.0","2.200","2.186","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","72.5","2.225","2.210","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","75.0","2.250","2.235","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","77.5","2.275","2.260","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","80.0","2.300","2.285","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","82.5","2.325","2.310","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","85.0","2.350","2.335","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","87.5","2.375","2.359","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","90.0","2.400","2.384","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","92.5","2.425","2.409","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","95.0","2.450","2.434","4.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","97.5","2.475","2.459","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","100.0","2.500","2.484","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","102.5","2.525","2.509","4.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","105.0","2.550","2.533","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","107.5","2.575","2.558","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","110.0","2.600","2.583","2.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","112.5","2.625","2.608","2.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","115.0","2.650","2.633","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","117.5","2.675","2.658","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","120.0","2.700","2.682","2.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","122.5","2.725","2.707","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","125.0","2.750","2.732","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","127.5","2.775","2.757","3.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","130.0","2.800","2.782","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","132.5","2.825","2.807","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","135.0","2.850","2.831","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","137.5","2.875","2.856","3.67","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","140.0","2.900","2.881","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","142.5","2.925","2.906","3.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","145.0","2.950","2.931","4.33","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","147.5","2.975","2.956","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","2","","150.0","3.000","2.981","4.00","2019-04-09 15:55:52","MS2C-695","WRMSL","SECT9853931","113639171","","",""
"382","U1536","A","1","F","3","","4.2","3.122","3.102","4.00","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","6.7","3.147","3.127","4.33","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","9.2","3.172","3.151","4.00","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","11.7","3.197","3.176","3.67","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","14.2","3.222","3.201","4.00","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","16.7","3.247","3.226","3.67","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","19.2","3.272","3.251","3.33","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","21.7","3.297","3.276","4.00","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","24.2","3.322","3.300","4.33","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
"382","U1536","A","1","F","3","","26.7","3.347","3.325","3.33","2019-04-09 16:01:15","MS2C-695","WRMSL","SECT9853961","113639241","","",""
